id,nom,categorie,sous_categorie,couleur,image_path,description,prix,matiere
14498,Flying Machine Men Casual Black Casual Shoes,Shoes,Casual Shoes,Black,images/14498.jpg,"Confortable et polyvalent, ce Flying Machine en noir se marie parfaitement à vos tenues décontractées au quotidien. Conçu pour un style casual sans effort, il allie élégance simple et praticité pour vous accompagner dans tous vos moments décontractés.",26902,Cuir
57007,HM Women Silver Sandals,Shoes,Flats,Silver,images/57007.jpg,"Les sandales plates H&M Women en argent apporteront une touche de modernité à vos tenues estivales. Leur design épuré et leur couleur métallique en font un choix idéal pour sublimer vos looks avec élégance et légèreté. Parfaites pour une allure décontractée et chic, elles s'adaptent facilement à toutes les occasions.",42968,Synthétique
50773,Clarks Men Black Leather Formal Shoes,Shoes,Formal Shoes,Black,images/50773.jpg,"Des chaussures formelles en cuir noir pour hommes, conçues pour allier élégance et confort au quotidien. Leur design raffiné et leur semelle stable en font un choix idéal pour les occasions professionnelles ou cérémonielles.",31770,Cuir
26448,Puma Men Kuris Black Sports Shoes,Shoes,Sports Shoes,Black,images/26448.jpg,"Les chaussures de sport Puma Kuris Black pour hommes allient style et performance avec leur design épuré en noir. Conçues pour un confort optimal et une adhérence maximale, elles sont parfaites pour l'entraînement comme pour le quotidien. Une polyvalence idéale pour accompagner vos mouvements au quotidien.",33554,Synthétique
36464,Spinn Men Viking White Shoes,Shoes,Casual Shoes,White,images/36464.jpg,"Les Spinn Men Viking White Shoes sont des chaussures casual élégantes au design audacieux, mêlant style Viking et modernité. Leur couleur blanche lumineuse et leur silhouette distinctive en font un choix parfait pour apporter une touche unique à vos tenues du quotidien.",40892,Synthétique
17041,Gas Men Skate 002 Casual Shoe,Shoes,Casual Shoes,Grey,images/17041.jpg,"Confortable et stylé, la chaussure de ville Gas Men Skate 002 allie design casual et performance inspirée du skateboard. Sa discrète couleur grise se marie facilement à tous les looks, offrant polyvalence et aisance au quotidien.",36659,Toile
36476,Spinn Men Agile Black Shoes,Shoes,Casual Shoes,Black,images/36476.jpg,"Les Spinn Men Agile Black Shoes sont des chaussures décontractées noires conçues pour allier confort et style au quotidien. Leur silhouette moderne et polyvalente les rend parfaites pour toutes les occasions, offrant une allure soignée et une praticité optimale.",30093,Synthétique
22101,Flying Machine Men Grey Casual Shoes,Shoes,Casual Shoes,Grey,images/22101.jpg,"Les chaussures Flying Machine pour homme, en gris, allient style décontracté et confort quotidien. Conçues pour un look moderne, elles sont parfaites pour toutes les occasions informelles. Leur design épuré et leur qualité en font un choix idéal pour votre garde-robe.",44711,Mesh
26614,Puma Men Complete Itana 2 Black Sports Shoes,Shoes,Sports Shoes,Black,images/26614.jpg,"Les Puma Complete Itana 2 Black sont des chaussures de sport conçues pour le style et la performance, avec un design épuré et une palette noire intemporelle. Elles offrent un excellent soutien et un confort optimal grâce à leur technologie amortie, parfaites pour l'entraînement ou le quotidien.",27393,Synthétique
3795,Converse Unisex CT  LACE COLOR OX Black Casual Shoes,Shoes,Casual Shoes,Black,images/3795.jpg,"Découvrez les Converse Unisex CT LACE COLOR OX, des chaussures décontractées intemporelles en noir, parfaites pour un look quotidien et confortable. Leur design iconique et leur lacets colorés ajoutent une touche de style à vos tenues les plus simples. Idéales pour accompagner toutes vos sorties, ces baskets unisexes allient authenticité et polyvalence.",27926,Mesh
20773,Carlton London Women Classy Red Sandals,Shoes,Flats,Red,images/20773.jpg,Les sandales Carlton London apportent une touche d'élégance et de caractère à votre look avec leur vif rouge. Leur style sobre et raffiné en fait le choix idéal pour sublimer vos tenues quotidiennes tout en offrant un confort optimal. Parfaites pour ajouter une note chic à vos tenues estivales.,41223,Cuir
47630,Carlton London Women Blue Shoes,Shoes,Flats,Blue,images/47630.jpg,"Découvrez les Carlton London Women Blue Shoes, des flats élégants et confortables pour une allure décontractée chic. Leur bleu vif apporte une touche de couleur moderne à votre tenue quotidienne, parfaits pour sublimer vos looks avec simplicité et style.",39177,Synthétique
18478,Puma Men Yacht Lifevest Navy Casual Shoes,Shoes,Casual Shoes,Navy Blue,images/18478.jpg,Les Puma Men Yacht Lifevest Navy sont des chaussures décontractiles qui allient confort et style design pour un look décontracté. Leur coloris marine classique et leur silhouette élégante en font un choix idéal pour le quotidien.,43554,Mesh
33700,Cobblerz Men Black Formal Shoes,Shoes,Formal Shoes,Black,images/33700.jpg,"Les Cobblerz Men Black Formal Shoes sont des chaussures formelles élégantes et intemporelles, conçues pour un look sobre et raffiné. Fabriquées dans un noir profond, elles offrent un confort optimal et une allure professionnelle parfaite pour toutes les occasions.",44884,Synthétique
49483,Vans Men Black Casual Shoes,Shoes,Casual Shoes,Black,images/49483.jpg,"Les Vans Men Black Casual Shoes allient style et confort pour un look décontracté au quotidien. Fabriquées avec une semelle résistante et un cuir noir élégant, elles sont parfaites pour compléter n'importe quelle tenue. Un incontournable pour les amateurs de mode pratique et intemporelle.",25711,Cuir
4543,Nike Womens Air Rele Purple Shoe,Shoes,Sports Shoes,Purple,images/4543.jpg,"Les Nike Women's Air Rele Purple sont des chaussures de sport à la fois élégantes et performantes, dotées de la technologie Air pour un confort optimal à chaque foulée. Leur design audacieux en violet en fait un choix parfait pour allier style et dynamisme, que ce soit pour vos entraînements ou pour un quotidien sportif.",26027,Cuir
40316,ADIDAS Men Black Zeitfrei Shoes,Shoes,Casual Shoes,Black,images/40316.jpg,"Les chaussures ADIDAS Men Black Zeitfrei allient style rétro et confort au quotidien. Leur design audacieux et leurs lignes épurées les rendent parfaites pour une utilisation casual, tout offrant un excellent amorti. Idéales pour sublimer votre look quotidien avec une touche moderne.",42699,Toile
33358,Homme Men Brown Semi Formal Shoes,Shoes,Formal Shoes,Brown,images/33358.jpg,"Chaussures semi-formales pour homme en cuir brun, alliant élégance et polyvalence pour un look soigné au quotidien ou en professionnel. Leur design sobre et raffiné en fait un choix idéal pour compléter tenues décontractées ou des tenues plus habillées.",41616,Toile
15743,Nike Men Downshifter 4 MSL White Sports Shoes,Shoes,Sports Shoes,White,images/15743.jpg,"Les Nike Men Downshifter 4 MSL White sont des chaussures de sport conçues pour le confort et la performance au quotidien. Leur design épuré en blanc s’associe à une amorti souple et à une semelle extérieure durable, idéal pour vos entraînements ou votre quotidien urbain.",35624,Toile
52581,Mod'acc Women Peach Clutch,Bags,Clutches,Peach,images/52581.jpg,"La Mod'acc Women Peach Clutch est un sac à main élégant et compact, au dégradé de pêche délicat, parfait pour sublimer vos tenues. Son design minimaliste et ses finitions soignées en font un accessoire indispensable pour une allure chic et décontractée. Idéal pour une soirée ou une sortie en journée, il ajoute une touche de couleur lumineuse à votre style.",23270,Toile
38433,Baggit Women Green Mobile Pouch,Bags,Mobile Pouch,Green,images/38433.jpg,"Le sac à main mobile Baggit pour femmes arbore une élégante couleur verte, ajoutant une touche de fraîcheur à votre quotidien. Conçu pour protéger votre téléphone en style, ce pochette combine praticité et design compact pour un look moderne et soigné.",30404,Cuir
53886,Kiara Women Black Handbag,Bags,Handbags,Black,images/53886.jpg,"Le sac à main Kiara en noir est un accessoire indispensable pour une élégance intemporelle. Son design sobre et ses lignes épurées en font un choix polyvalent, parfait pour sublimer vos tenues du quotidien comme vos looks de soirée.",35912,Cuir
38315,Puma Women Dazzle Medium Hobo Grey Bag,Bags,Handbags,Grey,images/38315.jpg,"Le sac à main Puma Dazzle Medium Grey arbore un design épuré et tendance, parfait pour sublimer vos tenus quotidiennes. Sa couleur gris neutre et sa taille pratique en font un indispensable polyvalent pour toutes les occasions.",36043,Cuir
53921,Kiara Women Camel Brown Handbag,Bags,Handbags,Brown,images/53921.jpg,"Le sac à main Kiara, en camel brown intemporel, allie style et fonctionnalité avec son design épuré et ses finitions soignées. Parfait pour sublimer vos tenues quotidiennes, ce sac offre un espace de rangement pratique et élégant pour toutes vos affaires.",25810,Cuir
37690,American Tourister Unisex Blue Backpack,Bags,Backpacks,Blue,images/37690.jpg,"Explorez la ville en toute simplicité avec le sac à dos American Tourister en bleu unisexe. Conçu pour la durabilité, il offre un grand compartiment principal et une ergonomie pratique pour votre quotidien. Son style indémodable et ses multiples poches en font le compagnon idéal pour toutes vos aventures.",21840,Polyester
25218,Lino Perros Women Pink & Black Striped Handbag,Bags,Handbags,Pink,images/25218.jpg,"Le sac à main Lino Perros combine un style audacieux avec son motif rayé rose et noir, offrant une touche de chic moderne. Son design élégant et ses finitions soignées en font l'accessoire parfait pour sublimer vos tenus quotidiennes. Pratique et esthétique, ce sac saura vous accompagner partout avec élégance.",35495,Synthétique
14799,United Colors of Benetton Women Solid Blue Handbags,Bags,Handbags,Blue,images/14799.jpg,"Découvrez le sac à main United Colors of Benetton, un modèle solide en bleu vif pour une touche d'élégance quotidienne. Son design sobre et fonctionnel en fait l'accessoire idéal pour sublimer toutes vos tenues avec style et praticité.",30306,Cuir
36069,OTLS Unisex Beige Duffle Bag,Bags,Duffel Bag,Beige,images/36069.jpg,"L'OTLS Unisex Beige Duffle Bag, son élégance intemporelle et sa capacité généreuse pour tous vos déplacements. Parfait pour le quotidien ou les week-ends, il allie style fonctionnel et praticité avec son design sobre et polyvalent.",35425,Polyester
22677,Wildcraft Unisex Gear for Life Black Laptop Bag,Bags,Laptop Bag,Black,images/22677.jpg,"Le sac à ordinateur Wildcraft Unisex Gear for Life, dans un noir élégant, allie durabilité et fonctionnalité pour protéger votre ordinateur au quotidien. Conçu pour une utilisation polyvalente, il offre un rangement optimisé avec un compartiment rembourré et une allure robuste, parfaite pour le travail ou les déplacements.",25952,Polyester
48348,Pitaraa Women Green Clutch,Bags,Clutches,Green,images/48348.jpg,"Le Pitaraa Women Green Clutch est un accessoire idéal pour sublimer vos tenues avec sa élégante couleur verte. Son design compact et soigné en fait un choix parfait pour vos soirées ou occasions spéciales. Alliant style et praticité, ce sac à main apportera une touche de chic à votre look.",33029,Toile
10203,Murcia Women Hahk Red Handbags,Bags,Handbags,Red,images/10203.jpg,Le sac à main Murcia Hahk Rouge allie un design audacieux et une praticité quotidienne. Son vif coloris rouge et ses lignes épurées en font un accessoire indispensable pour sublimer votre style avec élégance. Idéal pour ajouter une touche de caractère à vos tenues.,27156,Synthétique
24736,Murcia Women Black and Gold Handbag,Bags,Handbags,Black,images/24736.jpg,"Le sac Murcia pour femme allie élégance intemporelle et raffinement avec son corps noir rehaussé de détails dorés. Conçu pour un look sophistiqué, ce sac main combine praticité et style. Parfait pour sublimer vos tenues du quotidien ou pour les occasions spéciales.",22738,Cuir
39525,Peter England Unisex Black Laptop Bag,Bags,Laptop Bag,Black,images/39525.jpg,"Le sac ordinateur Peter England noir, unisexe et design, allie praticité et élégance pour transporter votre matériel en toute sécurité. Son compartiment rembourré protège votre ordinateur, tandis que ses multiples poches offrent un rangement organisé pour vos accessoires quotidiens. Idéal pour le travail ou les déplacements, ce sac combine durabilité et style moderne.",26765,Synthétique
21560,Kiara Women Front Pocket Maroon Handbag,Bags,Handbags,Maroon,images/21560.jpg,"Sac à main Kiara en rouge bordeaux, caractérisé par son élégant design à poches avant et sa silhouette sobre. Idéal pour sublimer vos tenues tout en offrant un rangement pratique et accessible au quotidien.",28409,Synthétique
53654,Kiara Women Green Handbag,Bags,Handbags,Green,images/53654.jpg,"Le sac à main Kiara, avec sa couleur verte éclatante, apportera une touche de fraîcheur et de caractère à toutes vos tenues. Son design élégant et ses finitions soignées en font un accessoire indispensable pour sublimer votre look au quotidien.",26322,Polyester
20610,Baggit Women Debbie Sufiya Beige Handbag,Bags,Handbags,Beige,images/20610.jpg,"Le sac à main Debbie Sufiya de Baggit, en beige élégant, allie style et praticité au quotidien. Son design raffiné et ses détails soignés en font un accessoire indispensable pour parfaire votre tenue avec une touche de sophistication discrète.",24890,Cuir
43227,United Colors of Benetton Women Brown Handbag,Bags,Handbags,Brown,images/43227.jpg,"Portez avec élégance ce sac à main United Colors of Benetton, conçu pour un style intemporel et pratique. Sa couleur terre et sa silhouette épurée en font un accessoire indispensable pour sublimer vos tenues au quotidien.",34342,Polyester
36075,OTLS Unisex Blue Gym Bag,Bags,Duffel Bag,Blue,images/36075.jpg,"L'OTLS Unisex Blue Gym Bag est un sac de sport polyvalent et design, parfait pour transporter votre équipement en toute simplicité. Son spacieux intérieur et sa résistance en font le compagnier idéal pour la salle, les voyages ou le quotidien.",32410,Toile
58266,Baggit Women Grey Handbag,Bags,Handbags,Silver,images/58266.jpg,"Découvrez le sac à main gris Baggit pour femme, une pièce élégante et moderne au design sobre et raffiné. Conçu pour sublimer votre quotidien, ce sac Silver combine style et praticité, offrant un espace de rangement optimisé pour toutes vos affaires essentielles.",24999,Polyester
14877,United Colors of Benetton Women Solid Black Handbags,Bags,Handbags,Black,images/14877.jpg,"Élégante et intemporelle, la pochette noire United Colors of Benetton est un accessoire indispensable pour compléter vos tenues avec style. Fabriquée dans un solide tissu noir, elle offre un design minimaliste et fonctionnel, parfaite pour un usage quotidien ou pour sublimer vos looks. Sa praticité et sa sobriété en font un choix idéal pour une touche de chic discret.",32718,Cuir
37408,Murcia Women Pink Handbag,Bags,Handbags,Pink,images/37408.jpg,"Sac à main en rose pour femme, conçu pour un style à la fois chic et moderne. Son élégante couleur apporte une touche de fraîcheur à n'importe quelle tenue, tout en offrant un espace de rangement pratique au quotidien. Accessoire indispensable pour compléter votre look avec une touche de féminité.",28848,Synthétique
34768,Be For Bag Women Zoli White & Pink Bag,Bags,Handbags,Pink,images/34768.jpg,Le sac Be For Bag Zoli White & Pink combine une élégance moderne avec son dégradé blanc et rose saisissant. Son design chic et ses finitions soignées en font un accessoire indispensable pour sublimer votre quotidien. Parfait pour ajouter une touche de couleur et de féminité à n'importe quelle tenue.,35864,Synthétique
15663,Belkin Unisex Dash Laptop Black Backpacks,Bags,Backpacks,Black,images/15663.jpg,"Le sac à dos unisexe Belkin Dash, noir, allie style et praticité pour transporter votre ordinateur portable en toute sécurité. Conçu pour un usage quotidien, il offre un compartiment rembourré pour protéger votre appareil et des multiples poches pour organiser vos affaires. Robuste et élégant, il est idéal pour les professionnels comme pour les étudiants.",22845,Synthétique
36523,United Colors of Benetton Women Pink Bag,Bags,Handbags,Pink,images/36523.jpg,"Tote bag United Colors of Benetton en rose vif, conçu pour sublimer votre quotidien avec élégance et praticité. Son style minimaliste et sa couleur tendance en font l’accessoire indispensable pour vos sorties estivales. Fabriqué dans des matériaux résistants, il combine fonctionnalité et design signature de la marque.",25118,Polyester
13697,Puma Unisex Black Backpack,Bags,Backpacks,Red,images/13697.jpg,"Portez style et praticité avec le sac à dos Puma unisexe rouge, idéal pour le quotidien. Ce sac à dos polyvalent combine un design moderne et des fonctionnalités essentielles, offrant un rangement optimal pour vos affaires. Idéal pour étudiants et professionnels, il allie confort et esthétique signature Puma.",29310,Toile
14807,United Colors of Benetton Women Solid Black Handbags,Bags,Handbags,Black,images/14807.jpg,"Ce sac à main United Colors of Benetton, dans une élégante couleur noire unie, allie design épuré et fonctionnalité au quotidien. Idéal pour sublimer toutes vos tenues, il offre un espace de rangement pratique pour un style sophistiqué et intemporel.",24004,Polyester
34462,ADIDAS Unisex Black Laptop Sleeve,Bags,Laptop Bag,Black,images/34462.jpg,"Protégez votre ordinateur portable avec le sleeve unisexe noir d'ADIDAS, conçu pour allier élégance et sécurité. Ce étui, léger et résistant, s'adapte parfaitement à votre quotidien tout offrant un style minimaliste et efficace. Idéal pour les professionnels et les étudiants soucieux de la protection de leur appareil.",36072,Cuir
36042,OTLS Unisex Blue Duffle Bag,Bags,Duffel Bag,Blue,images/36042.jpg,"L'OTLS Unisex Blue Duffle Bag allie style et fonctionnalité avec son design bleu vif et sa capacité de rangement généreuse. Idéal pour les voyages ou le quotidien, ce sac robuste et polyvalent saura répondre à tous vos besoins de transport.",34305,Synthétique
25869,American Tourister Unisex Red & Black Backpack,Bags,Backpacks,Red,images/25869.jpg,"Ce sac à dos American Tourister arbore un design dynamique aux couleurs rouge et noir, parfait pour un style urbain et moderne. Fabriqué en matériaux résistants, il offre un espace de rangement optimisé pour le quotidien, idéal pour les étudiants et les voyageurs en mouvement.",26837,Cuir
47315,Baggit Women Purple Jhula Camlincrush Purse,Bags,Clutches,Purple,images/47315.jpg,"Élégante et pratique, la clutch Baggit en violet Camlincrush allie style et fonctionnalité. Son design compact et sa couleur pourpre distinctive en font un accessoire idéal pour sublimer vos tenues quotidiennes ou d'occasion. Parfaite pour transporter vos essentiels avec une touche de sophistication.",29801,Synthétique
28442,Kiara Women Blue Handbag,Bags,Handbags,Blue,images/28442.jpg,"Le sac à main Kiara pour femmes arbore un bleu vibrant qui apportera une touche d'élégance à votre tenue. Conçu avec style et fonctionnalité, ce sac est l'accessoire idéal pour compléter votre look au quotidien.",23958,Synthétique
36664,Paridhan Women Brown Handbag,Bags,Handbags,Brown,images/36664.jpg,"Le Paridhan Women Brown Handbag est l'allié idéal pour un look élégante et intemporel. Son brun sophistiqué et son design sobre en font un accessoire polyvalent, parfait pour accompagner vos tenues du quotidien comme pour occasions spéciales. Fabriqué avec des matériaux soigneusement sélectionnés, ce sac à main combine style et fonctionnalité.",20120,Polyester
15919,ADIDAS Unisex AL Blue Backpack,Bags,Backpacks,Blue,images/15919.jpg,"L'ADIDAS Unisex AL Blue Backpack combine style et fonctionnalité avec son design dynamique et sa couleur bleue distinctive. Idéale pour le quotidien, ce sac à dos spacieux offre un confort optimal grâce à ses bretelles rembourrées et son compartiment principal bien organisé. Parfaite pour transporter vos affaires en toute simplicité, cette pièce iconique incarne l'essence du sportswear Adidas.",29794,Polyester
24324,ADIDAS Unisex Blue Backpack,Bags,Backpacks,Blue,images/24324.jpg,"L'ADIDAS Unisex Blue Backpack combine style et fonctionnalité avec son coloris bleu vif et son design épuré. Idéale pour le quotidien ou le sport, ce sac à dos offre un espace de rangement pratique tout affichant le logo iconique d'ADIDAS pour un look affirmé. Parfaite pour un usage unisexuel, elle allie confort et durabilité avec ses matériaux résistants.",23711,Polyester
35915,Peperone Women Blue Handbag,Bags,Handbags,Blue,images/35915.jpg,"Le sac à main Peperone pour femmes, dans un bleu captivant, allie élégance et fonctionnalité pour un style quotidien raffiné. Conçu pour répondre à vos besoins, ce sac à main aux lignes modernes vous accompagnera avec élégance dans toutes vos occasions.",22607,Toile
37004,Lino Perros Women Blue Sling Bag,Bags,Handbags,Blue,images/37004.jpg,"Découvrez la sacoche Lino Perros en bleu, l'accessoire idéal pour sublimer vos tenus quotidiennes avec élégance. Son design compact et pratique vous permettra d'emporter vos essentiels en toute simplicité, ajoutant une touche de modernité à votre style. Fabriqué avec des matériaux de qualité, ce sac à main allie fonctionnalité et raffinement pour accompagner vos journées en ville.",32834,Synthétique
47346,Baggit Women White Purse,Bags,Clutches,White,images/47346.jpg,"Élégante et lumineuse, la clutch Baggit en blanc apporte une touche de sophistication à votre tenue. Son design épuré et fonctionnel en fait l'accessoire indispensable pour sublimer vos looks du quotidien comme vos occasions spéciales. Parfaite pour transporter vos essentiels avec style, elle ajoutera une note chic et raffinée à votre style.",25418,Synthétique
7108,Wildcraft Unisex Olive Green Backpack,Bags,Backpacks,Olive,images/7108.jpg,"Le sac à dos Olive Green Wildcraft allie durabilité et style pour une utilisation quotidienne. Conçu pour un usage unisexe, son coloris olive terreux et ses multiples compartiments en font un choix pratique et tendance. Parfait pour les aventures en ville comme en pleine nature, il combine confort et fonctionnalité.",29283,Toile
54019,Kiara Women Blue Handbag,Bags,Handbags,Blue,images/54019.jpg,"Le sac à main Kiara pour femmes arbore une élégante couleur bleue, apportant une touche de fraîcheur à votre look. Son design soigné et sa capacité pratique en font un accessoire indispensable pour sublimer vos tenues du quotidien.",26276,Polyester
35183,Wildcraft Unisex Black Backpack,Bags,Backpacks,Black,images/35183.jpg,"Le sac à dos noir Wildcraft unisexe allie style et fonctionnalité, avec son design épuré et sa capacité de rangement optimale. Idéal pour le quotidien ou les aventures, il offre une durabilité et un confort à toute épreuve.",26914,Synthétique
22971,U.S. Polo Assn. Unisex Black Laptop Bag,Bags,Backpacks,Black,images/22971.jpg,L'ordinateur portable noir U.S. Polo Assn. combine style et fonctionnalité avec son design unisexe et sa capacité de transport idéale. Ce sac à dos polyvalent protège votre ordinateur tout en offrant un rangement pratique pour vos essentiels au quotidien.,32078,Toile
15298,ADIDAS Originals Unisex Holdall CB Blue Duffle Bag,Bags,Duffel Bag,Blue,images/15298.jpg,"Le sac de sport ADIDAS Originals en bleu combine style et fonctionnalité avec son design intemporel et sa capacité spacieuse. Fabriqué en toile durable, il est idéal pour transporter vos affaires quotidiennes ou votre équipement de sport avec un look unisexe et dynamique. Parfait pour les adeptes de mode pratique et authentique.",28745,Cuir
25250,Lino Perros Women Brown Handbag,Bags,Handbags,Brown,images/25250.jpg,"Le sac à main en cuir marron Lino Perors pour femmes allie élégance et fonctionnalité. Sa silhouette intemporelle et sa qualité de fabrication en font un accessoire indispensable pour compléter vos tenues avec style. Idéal pour un usage quotidien, il offre un espace de rangement pratique et sophistiqué.",22466,Polyester
51918,Nyk Women Green Horado Handbag,Bags,Handbags,Green,images/51918.jpg,Le sac à main Nyk Women Green Horado allie élégance et praticité avec sa couleur verte saisissante. Sa conception soignée et son ampleur en font l'accessoire idéal pour sublimer vos tenues quotidiennes tout en offrant un rangement optimal.,19736,Toile
35188,Wildcraft Women Pink Backpack,Bags,Backpacks,Pink,images/35188.jpg,"Le sac à dos pour femme Wildcraft Rose combine style et fonctionnalité avec son coloris tendance et son design pratique. Idéal pour le quotidien ou les aventures, il offre un espace de rangement optimisé pour transporter tous vos affaires en toute élégance.",36057,Toile
27060,Yelloe Brown New level of utility Handbag,Bags,Handbags,Brown,images/27060.jpg,"Découvrez le Yelloe Brown, un sac main alliant design moderne et fonctionnalité exceptionnelle. Son brun intemporel et son ingénieux agencement offrent un nouveau niveau de pratique pour un style impeccable au quotidien.",27528,Toile
21507,Kiara Women Sporty Look Brown Handbag,Bags,Handbags,Brown,images/21507.jpg,"Découvrez la sac à main Kiara, un accessoire sport-chic qui allie style et praticité. Son coloris brun sobre et son design moderne en font un choix idéal pour accompagner vos tenues quotidiennes avec élégance. Parfaite pour une femme active, ce sac offre un look à la fois tendance et fonctionnel.",27873,Synthétique
47724,Murcia Women Bronze Handbag,Bags,Handbags,Bronze,images/47724.jpg,"Laissez-vous séduire par la Murcia Women Bronze Handbag, un sac à main au fini bronze élégant et intemporel. Parfait pour sublimer vos tenues, son design chic et pratique en fera votre allié quotidien pour toutes les occasions.",30459,Synthétique
21937,Murcia Women Casual Black Handbag,Bags,Handbags,Black,images/21937.jpg,"Le sac main casual pour femme Murcia, d'une élégante couleur noire, est le compagnon idéal pour une allure décontractée et sophistiquée. Son design simple et pratique en fait un accessoire indispensable pour votre quotidien, alliant fonctionnalité et style.",32151,Synthétique
11279,Wrangler Men Blue Texas Jeans,Bottomwear,Jeans,Blue,images/11279.jpg,"Les Wrangler Men Blue Texas Jeans sont un must-have pour un look décontracté et authentique. Fabriqués dans un denim bleu classique, ils offrent un confort et une durabilité exceptionnels, parfaits pour le quotidien. Leur coupe passe-partout s'adapte à toutes les occasions, de la ville à la campagne.",21293,Jean
41993,Gini and Jony Boys Customised Black Shorts,Bottomwear,Shorts,Black,images/41993.jpg,"Les shorts noirs customisés pour garçons de Gini and Jony allient style et confort, parfaits pour un look décontracté et moderne. Fabriqués en noir intense, ils offrent une coupe adaptée aux activités quotidiennes tout ajoutant une touche personnelle à la tenue. Idéal pour l'été, ce short combine praticité et élégance pour les jeunes aventuriers.",19469,Jean
17993,Puma Women Essential Skinny Grey Track Pant,Bottomwear,Track Pants,Grey,images/17993.jpg,"Les Puma Women Essential Skinny Grey Track Pant combinent style et confort avec leur coupe ajustée et leur couleur gré versatile. Fabriquées en材质 doux, elles sont parfaites pour le sport ou un quotidien décontracté. Leur logo emblématique ajoute une touche sportive chic à votre tenue.",17399,Jean
34117,Doodle Girls Washed Blue Shorts,Bottomwear,Shorts,Blue,images/34117.jpg,"Découvrez les Doodle Girls Washed Blue Shorts, un short en denim lavé bleu pour un style décontracté et tendance. Leur coupe ample et leur motifs doodles apporteront une touche décontractée et fun à votre tenue. Parfaites pour l'été, ces shorts allient confort et look décontracté pour une allure quotidienne stylée.",17232,Polyester
41625,Mark Taylor Men Black Trousers,Bottomwear,Trousers,Black,images/41625.jpg,"Les pantalons Mark Taylor pour hommes allient élégance intemporelle et confort, avec une coupe ajustée flatteuse. Fabriqués en noir profond, ils se marient parfaitement à toutes vos tenues professionnelles ou décontractées pour un look sophistiqué.",19175,Polyester
28804,Denizen Men Blue Jeans,Bottomwear,Jeans,Blue,images/28804.jpg,"Les Denizen Men Blue Jeans sont un indispensable de la garde-robe, conçus avec un jean bleu classique pour un style intemporel et polyvalent. Découvrez leur coupe confortable et leur durabilité quotidienne, parfaits pour toutes les occasions.",15174,Coton
56852,John Players Men Blue Jeans,Bottomwear,Jeans,Blue,images/56852.jpg,"Les jeans pour hommes John Players arborent un bleu classique intemporel, parfaits pour un style décontracté et polyvalent. Leur coupe s'adapte à toutes les occasions, allant du quotidien aux sorties entre amis. Un basique essentiel pour compléter votre garde-robe avec élégance.",16019,Élasthanne
9343,Puma Men Chino Brown Shorts,Bottomwear,Shorts,Brown,images/9343.jpg,"Les shorts Puma Chino Brown pour homme allient style et praticité avec leur coupe chino moderne et leur élégante couleur marron. Parfaits pour un look décontracté et sophistiqué, ils sont conçus en coton pour un confort au quotidien. Un essentiel polyvalent pour compléter votre garde-établé estivale.",19307,Coton
52134,Femella Women Black Stockings,Bottomwear,Stockings,Black,images/52134.jpg,"Les Femella Women Black Stockings sont des collants noirs élégants et intemporels, parfaits pour sublimer votre silhouette. Fabriqués dans un matériau stretch et opaque, ils offrent un confort durable et une tenue impeccable pour toutes les occasions. Un essentiel indispensable pour compléter vos tenues chic et sophistiquées.",21703,Élasthanne
14599,United Colors of Benetton Women Solid Black Stockings,Bottomwear,Stockings,Black,images/14599.jpg,"Découvrez les bas noirs unis United Colors of Benetton, une pièce indispensable pour une élégance intemporelle. Fabriqués dans un material fin et confortable, ces collants offrent un ajustement parfait et une discrète touche de sophistication à vos tenues quotidiennes ou décontractées.",23353,Élasthanne
26821,Highlander Men Brown Trousers,Bottomwear,Trousers,Brown,images/26821.jpg,"Les Highlanders Men Brown Trousers allient style et confort pour un look moderne et intemporel. Parfaits pour les tenues décontractées ou habillées, ces pantalons en beige chaud offrent une coupe élégante et polyvalente. Idéaux pour compléter votre garde-robe avec une touche chic et distinctive.",17810,Polyester
12828,Spykar Men Washed Blue Jeans,Bottomwear,Jeans,Blue,images/12828.jpg,"Les jeans Spykar pour homme, dans une teinte bleu lavé, allient style décontracté et confort quotidien. Fabriqués dans un jean de qualité, ils offrent une coupe moderne et polyvalente parfaite pour compléter votre look. Idéal pour une tenue décontractée et tendance.",17659,Polyester
48391,French Connection Men Grey Trousers,Bottomwear,Trousers,Grey,images/48391.jpg,"Les pantalons gris French Connection pour homme allient élégance et confort grâce à leur coupe moderne et leur tissu doux. Parfaits pour un look décontracté ou sophistiqué, ils s'adaptent facilement à toutes les occasions. Un must-have polyvalent pour compléter votre garde-robe masculine.",19062,Polyester
27018,Jealous 21 Women Washed Blue Jeans,Bottomwear,Jeans,Blue,images/27018.jpg,"Les jeans Jealous 21 pour femmes arborent un bleu lavé tendance pour un look décontracté et intemporel. Leur coupe épurée et confortable en fait un basique indispensable, facile à associer pour un style quotidien élégant et sans effort.",19827,Coton
27906,Scullers For Her Beige Trousers,Bottomwear,Trousers,Beige,images/27906.jpg,"Les Scullers For Her Beige Trousers sont un must-have élégant pour votre garde-robe, avec leur coupe structurée et leur coloris beige intemporel. Confortables et polyvalentes, elles s'adaptent parfaitement à un look professionnel ou décontracté pour une allure impeccable au quotidien.",15558,Coton
