id,subcorpus,language,text,parallel_group,source,num_words,feature,morphemes_sw,num_morphemes,morphemes_detail,n_morphemes_seg,traduction_fr
P021_sw,A_parallel,sw,Joto la jua ni kali sana wakati wa kiangazi.,P021,FLORES-200 devtest,9,,8.0,8.0,Joto la jua ni kali sana wakati wa ki|angazi,10.0,La chaleur du soleil est intense en saison sèche.
P021_fon,A_parallel,fon,Hwɛzɔ ɔ gbɔn tawun ɖò azǎn susu.,P021,FLORES-200 devtest,7,,,9.0,Hwɛ|zɔ ɔ gbɔn ta|wun ɖò a|zǎn su|su,11.0,La chaleur du soleil est intense en saison sèche.
P022_fr,A_parallel,fr,Les hôpitaux manquent souvent de médicaments et de personnel.,P022,FLORES-200 devtest,9,,,14.0,Les hôpitaux manqu|ent souv|ent de médicament|s et de person|nel,13.0,
P022_wo,A_parallel,wo,Dëkk-dëkk yi dañ mën a metti ak nit-jëkëram.,P022,FLORES-200 devtest,8,,,11.0,Dëkk-dëkk yi dañ mën a metti ak nit-jëkër|am,9.0,Les hôpitaux manquent souvent de médicaments et de personnel.
P022_yo,A_parallel,yo,Àwọn ilé ìwòsàn máa ń ṣàì ní ìpésẹ̀ oògùn àti àwọn òṣìṣẹ́.,P022,FLORES-200 devtest,12,,,18.0,Àwọn ilé ì|wòsàn máa ń ṣàì ní ì|pésẹ̀ oògùn àti àwọn ò|ṣìṣẹ́,15.0,Les hôpitaux manquent souvent de médicaments et de personnel.
P022_sw,A_parallel,sw,Hospitali mara nyingi zinakosekana dawa na wafanyakazi.,P022,FLORES-200 devtest,7,,8.0,8.0,Hospitali mara nyingi zi|na|kosekana dawa na wa|fanyakazi,10.0,Les hôpitaux manquent souvent de médicaments et de personnel.
P022_fon,A_parallel,fon,Tɔ̀ gbɛ̀ mɛ nɔ yì dó nǔ e nyí toxo mɛ.,P022,FLORES-200 devtest,11,,,12.0,Tɔ̀ gbɛ̀ mɛ nɔ yì dó nǔ e nyí toxo mɛ,11.0,Les hôpitaux manquent souvent de médicaments et de personnel.
P023_fr,A_parallel,fr,L'agriculture est la principale source de revenus.,P023,FLORES-200 devtest,7,,,11.0,L' agri|cultur|e est la princip|al|e sourc|e de revenu|s,14.0,
P023_wo,A_parallel,wo,Jëf-jëf bu dëkk mooy yoon wu njëkk wu xalis.,P023,FLORES-200 devtest,9,,,10.0,Jëf-jëf bu dëkk mooy yoon wu njëkk wu xalis,9.0,L'agriculture est la principale source de revenus.
P023_yo,A_parallel,yo,Iṣẹ́ àgbẹ̀ ni orísun àpéjẹpọ̀ àkọ́kọ́.,P023,FLORES-200 devtest,6,,,13.0,I|ṣẹ́ à|gbẹ̀ ni orí|sun à|pé|jẹpọ̀ à|kọ́kọ́,12.0,L'agriculture est la principale source de revenus.
P023_sw,A_parallel,sw,Kilimo ni chanzo kikuu cha mapato.,P023,FLORES-200 devtest,6,,7.0,7.0,Ki|limo ni chanzo ki|kuu cha ma|pato,9.0,L'agriculture est la principale source de revenus.
P023_fon,A_parallel,fon,Dokunsinsɛn wɛ nyí buntɔ gbɛ̀ taji.,P023,FLORES-200 devtest,6,,,9.0,Do|kun|sin|sɛn wɛ nyí bun|tɔ gbɛ̀ ta|ji,11.0,L'agriculture est la principale source de revenus.
P024_fr,A_parallel,fr,Le fleuve traverse plusieurs villes et villages.,P024,FLORES-200 devtest,7,,,11.0,Le fleuve travers|e plusieurs vill|e|s et villag|e|s,12.0,
P024_wo,A_parallel,wo,Géej gi dafa tàkk dëkk yi ak penku yi.,P024,FLORES-200 devtest,9,,,9.0,Géej gi dafa tàkk dëkk yi ak penku yi,9.0,Le fleuve traverse plusieurs villes et villages.
P024_yo,A_parallel,yo,Odò náà ń gba ọ̀pọ̀ ìlú àti abúlé kọjá.,P024,FLORES-200 devtest,9,,,12.0,Odò náà ń gba ọ̀pọ̀ ì|lú àti a|búlé kọjá,11.0,Le fleuve traverse plusieurs villes et villages.
P024_sw,A_parallel,sw,Mto unapita katika miji na vijiji vingi.,P024,FLORES-200 devtest,7,,8.0,8.0,Mto u|na|pita katika mi|ji na vi|jiji vingi,11.0,Le fleuve traverse plusieurs villes et villages.
P024_fon,A_parallel,fon,Tɔ ɔ nɔ já xá kple toxo gègě.,P024,FLORES-200 devtest,8,,,9.0,Tɔ ɔ nɔ já xá kple toxo gègě,8.0,Le fleuve traverse plusieurs villes et villages.
P025_fr,A_parallel,fr,La construction de routes améliore l'accès aux services.,P025,FLORES-200 devtest,8,,,13.0,La construct|ion de rout|e|s amélior|e l' accès aux servic|e|s,15.0,
P025_wo,A_parallel,wo,Def ñaari yoon yi dafa yem ci njëkëram.,P025,FLORES-200 devtest,8,,,9.0,Def ñaari yoon yi dafa yem ci njëkëram,8.0,La construction de routes améliore l'accès aux services.
P025_yo,A_parallel,yo,Ìkọ́ òpópónà ń mú ìránnilọ sí àwọn iṣẹ́ dára.,P025,FLORES-200 devtest,9,,,15.0,Ì|kọ́ ò|pópónà ń mú ì|ránnilọ sí àwọn i|ṣẹ́ dára,13.0,La construction de routes améliore l'accès aux services.
P025_sw,A_parallel,sw,Ujenzi wa barabara unaboresha ufikiaji wa huduma.,P025,FLORES-200 devtest,7,,10.0,10.0,U|jenzi wa barabara u|na|boresha u|fikiaji wa hu|duma,12.0,La construction de routes améliore l'accès aux services.
P025_fon,A_parallel,fon,Hɛn yɔdó mɛ nɔ d'alɔ bɔ mɛ na sixu wá jɛ nǔ e ɖó na mɔ.,P025,FLORES-200 devtest,16,,,17.0,Hɛn yɔ|dó mɛ nɔ d'alɔ bɔ mɛ na sixu wá jɛ nǔ e ɖó na mɔ,17.0,La construction de routes améliore l'accès aux services.
P026_fr,A_parallel,fr,Les parents jouent un rôle essentiel dans l'éducation des enfants.,P026,FLORES-200 devtest,10,,,15.0,Les parent|s jou|ent un rôle essentiel dans l' éduc|ation des enfant|s,15.0,
P026_wo,A_parallel,wo,Yaay-baay yi am solo bu dëgëër ci jàng xale yi.,P026,FLORES-200 devtest,10,,,10.0,Yaay-baay yi am solo bu dëgëër ci jàng xale yi,10.0,Les parents jouent un rôle essentiel dans l'éducation des enfants.
P026_yo,A_parallel,yo,Àwọn òbí kó ipa pàtàkì nínú ẹ̀kọ́ àwọn ọmọ.,P026,FLORES-200 devtest,9,,,11.0,Àwọn ò|bí kó ipa pàtàkì nínú ẹ̀|kọ́ àwọn ọmọ,11.0,Les parents jouent un rôle essentiel dans l'éducation des enfants.
P026_sw,A_parallel,sw,Wazazi wana jukumu muhimu katika malezi ya watoto.,P026,FLORES-200 devtest,8,,10.0,10.0,Wa|zazi wa|na jukumu muhimu katika ma|lezi ya wa|toto,12.0,Les parents jouent un rôle essentiel dans l'éducation des enfants.
P026_fon,A_parallel,fon,Tɔ́ kpo nɔ kpo nyí nǔ taji ɖò vǐ lɛ tɔn kplɔnkplɔn mɛ.,P026,FLORES-200 devtest,13,,,14.0,Tɔ́ kpo nɔ kpo nyí nǔ ta|ji ɖò vǐ lɛ tɔn kplɔn|kplɔn mɛ,15.0,Les parents jouent un rôle essentiel dans l'éducation des enfants.
P027_fr,A_parallel,fr,Le changement climatique menace la sécurité alimentaire.,P027,FLORES-200 devtest,7,,,13.0,Le change|ment climat|iqu|e menac|e la sécur|ité aliment|air|e,14.0,
P027_wo,A_parallel,wo,Soppi ci xeex bi dafa jëm ci xeex bi.,P027,FLORES-200 devtest,9,,,9.0,Soppi ci xeex bi dafa jëm ci xeex bi,9.0,Le changement climatique menace la sécurité alimentaire.
P027_yo,A_parallel,yo,Ìyípadà ojú ọjọ́ ń ṣe ewu ìdáàbòbò oúnjẹ.,P027,FLORES-200 devtest,8,,,15.0,Ì|yípadà ojú ọjọ́ ń ṣe ewu ì|dáàbòbò oúnjẹ,10.0,Le changement climatique menace la sécurité alimentaire.
P027_sw,A_parallel,sw,Mabadiliko ya tabianchi yanaitishia usalama wa chakula.,P027,FLORES-200 devtest,7,,12.0,12.0,Ma|badiliko ya tabia|nchi ya|na|i|tishia u|salama wa cha|kula,14.0,Le changement climatique menace la sécurité alimentaire.
P027_fon,A_parallel,fon,Ahwɛ́ lɛlɛ̀ ɔ nɔ xlɛ́ ɖɔ nǔɖuɖu sín hwɛjijɔ nɔ ɖó tɛnmɛ.,P027,FLORES-200 devtest,12,,,17.0,Ahwɛ́ lɛ|lɛ̀ ɔ nɔ xlɛ́ ɖɔ nǔ|ɖu|ɖu sín hwɛ|ji|jɔ nɔ ɖó tɛn|mɛ,18.0,Le changement climatique menace la sécurité alimentaire.
P028_fr,A_parallel,fr,Les artisans préservent les techniques traditionnelles.,P028,FLORES-200 devtest,6,,,12.0,Les artisan|s préserv|ent les techniqu|e|s tradition|nel|le|s,13.0,
P028_wo,A_parallel,wo,Ndawrabkat yi dañuy topp xeeyu mbind mi.,P028,FLORES-200 devtest,7,,,9.0,Ndawrab|kat yi dañuy topp xeeyu mbind mi,8.0,Les artisans préservent les techniques traditionnelles.
P028_yo,A_parallel,yo,Àwọn ọnàkọjà ń ṣọ́ àwọn ọ̀nà ìbílẹ̀.,P028,FLORES-200 devtest,7,,,12.0,Àwọn ọ|nàkọjà ń ṣọ́ àwọn ọ̀nà ì|bílẹ̀,9.0,Les artisans préservent les techniques traditionnelles.
P028_sw,A_parallel,sw,Mafundi wanaendeleza mbinu za asili.,P028,FLORES-200 devtest,5,,7.0,7.0,Ma|fundi wa|na|endeleza m|binu za asili,9.0,Les artisans préservent les techniques traditionnelles.
P028_fon,A_parallel,fon,Mɛ e nɔ wà azɔ bǎ tɔn lɛ nɔ dó dandanxɛ lɛ sísí.,P028,FLORES-200 devtest,13,,,15.0,Mɛ e nɔ wà a|zɔ bǎ tɔn lɛ nɔ dó dan|dan|xɛ lɛ sí|sí,17.0,Les artisans préservent les techniques traditionnelles.
P029_fr,A_parallel,fr,L'accès à internet transforme l'économie numérique.,P029,FLORES-200 devtest,6,,,11.0,L' accès à internet transform|e l' économi|e numériqu|e,11.0,
P029_wo,A_parallel,wo,Yoon wu internet wi dafa soppi njëkëram bu numériqu.,P029,FLORES-200 devtest,9,,,10.0,Yoon wu internet wi dafa soppi njëkëram bu numériqu,9.0,L'accès à internet transforme l'économie numérique.
P029_yo,A_parallel,yo,Ìránnilọ sí íntánẹ́ẹ̀tì ń yí ọrọ̀ ajé dígítà pada.,P029,FLORES-200 devtest,9,,,11.0,Ì|ránnilọ sí íntánẹ́ẹ̀tì ń yí ọrọ̀ ajé dígítà pada,10.0,L'accès à internet transforme l'économie numérique.
P029_sw,A_parallel,sw,Ufikiaji wa intaneti unabadilisha uchumi wa kidijitali.,P029,FLORES-200 devtest,7,,10.0,10.0,U|fikiaji wa intaneti u|na|badilisha u|chumi wa ki|dijitali,12.0,L'accès à internet transforme l'économie numérique.
P029_fon,A_parallel,fon,Internet sín hɛn nyanya ɔ nɔ cí azɔwanú yɔyɔ̌.,P029,FLORES-200 devtest,9,,,11.0,Internet sín hɛn nya|nya ɔ nɔ cí a|zɔ|wa|nú yɔyɔ̌,13.0,L'accès à internet transforme l'économie numérique.
P030_fr,A_parallel,fr,La solidarité entre les peuples favorise la paix mondiale.,P030,FLORES-200 devtest,9,,,13.0,La solidar|ité entre les peupl|e|s favoris|e la paix mondial|e,14.0,
P030_wo,A_parallel,wo,Ëllëg bu nit yi ci kanam dafa dëkk jam ci àdduna bi.,P030,FLORES-200 devtest,12,,,12.0,Ëllëg bu nit yi ci kanam dafa dëkk jam ci àdduna bi,12.0,La solidarité entre les peuples favorise la paix mondiale.
P030_yo,A_parallel,yo,Ìfọwọsowọpọ̀ láàárín àwọn ènìyàn ń ṣe ìtọ́jú àlàáfíà àgbáyé.,P030,FLORES-200 devtest,9,,,20.0,Ì|fọwọ|so|wọpọ̀ láàárín àwọn ènìyàn ń ṣe ì|tọ́jú à|làáfíà à|gbáyé,15.0,La solidarité entre les peuples favorise la paix mondiale.
P030_sw,A_parallel,sw,Mshikamano kati ya watu unaendeleza amani duniani.,P030,FLORES-200 devtest,7,,9.0,9.0,M|shikamano kati ya wa|tu u|na|endeleza amani dunia|ni,12.0,La solidarité entre les peuples favorise la paix mondiale.
P030_fon,A_parallel,fon,Nǔwiwa ɖokpo e mɛ lɛ nɔ wà d'eji ɔ nɔ d'alɔ bo na mɔ fífá.,P030,FLORES-200 devtest,15,,,19.0,Nǔ|wi|wa ɖo|kpo e mɛ lɛ nɔ wà d'eji ɔ nɔ d'alɔ bo na mɔ fí|fá,19.0,La solidarité entre les peuples favorise la paix mondiale.
N001_wo,B_natural,wo,Senegaal mooy dëkk bu am yoon bu dëgëër ci Afrig Bëj-gannaar.,,Wikipedia/presse locale,11,,,12.0,,,Le Sénégal est un pays ayant une position importante en Afrique de l'Ouest.
N002_wo,B_natural,wo,Dakar mooy galle bu réy ci Senegaal te mooy kanam bu dëkk bi.,,Wikipedia/presse locale,13,,,13.0,,,Dakar est la grande ville du Sénégal et le centre du pays.
N003_wo,B_natural,wo,"Jën ak ceeb mooy thiéboudienne, ndox yu jën yi ci biir.",,Wikipedia/presse locale,11,,,12.0,,,"Le poisson et le riz constituent le thiéboudienne, le plat national."
N004_wo,B_natural,wo,Xale yi dañuy dem lekk ci tëlëvis bi guddi.,,Wikipedia/presse locale,9,,,10.0,,,Les enfants vont manger et regardent la télévision le soir.
N005_wo,B_natural,wo,Ndigal yi dañuy jox mbind yi ci kanam.,,Wikipedia/presse locale,8,,,9.0,,,Les directives leur donnent les orientations.
N006_wo,B_natural,wo,Dëkk yi ci Senegaal dañuy xam-xam fi.,,Wikipedia/presse locale,7,,,8.0,,,Les villes du Sénégal sont bien connues.
N007_wo,B_natural,wo,Jigéen yi ci Senegaal dañuy dem lekk ci kanam.,,Wikipedia/presse locale,9,,,10.0,,,Les femmes du Sénégal progressent dans l'éducation.
N008_wo,B_natural,wo,Nit ki dafa tëdd ay woon ci kër gi.,,Wikipedia/presse locale,9,,,10.0,,,La personne était couchée et souffrait dans la maison.
N009_wo,B_natural,wo,Mbeed mi dafa am solo ci dëkk bi.,,Wikipedia/presse locale,8,,,9.0,,,Le marché est important dans la ville.
N010_wo,B_natural,wo,Kaolack mooy dëkk bu bari xalis.,,Wikipedia/presse locale,6,,,7.0,,,Kaolack est une ville avec de nombreuses richesses.
N011_wo,B_natural,wo,Wolof mooy xam-xam bu réy ci Senegaal.,,Wikipedia/presse locale,7,,,8.0,,,Le wolof est la langue la plus connue au Sénégal.
N012_wo,B_natural,wo,Dëkk bi dafa jox yoon yu bari.,,Wikipedia/presse locale,7,,,8.0,,,La ville offre de nombreuses voies.
N013_wo,B_natural,wo,"Ci biir dëkk yi, nit yi dañuy yëgël.",,Wikipedia/presse locale,8,,,9.0,,,"Dans les villes, les gens s'instruisent."
N014_wo,B_natural,wo,Jàmm mooy nit ki bëgg.,,Wikipedia/presse locale,5,,,6.0,,,La paix est ce que tout homme veut.
N015_wo,B_natural,wo,Suuf bi dafa am jën yi.,,Wikipedia/presse locale,6,,,7.0,,,Le sol contient du poisson.
N016_wo,B_natural,wo,Ndox mi dafa jeex ci néeg yi.,,Wikipedia/presse locale,7,,,8.0,,,L'eau se finit dans les pièces.
N017_wo,B_natural,wo,Mbok mi dafa dem ci péey gi.,,Wikipedia/presse locale,7,,,8.0,,,Le parent est allé à la mer.
N018_wo,B_natural,wo,Xam-xam mooy yoon wu am solo.,,Wikipedia/presse locale,6,,,7.0,,,La connaissance est la voie importante.
N019_wo,B_natural,wo,Bàyyi na ko ci kaw bi.,,Wikipedia/presse locale,6,,,7.0,,,Il l'a laissé en haut.
N020_wo,B_natural,wo,Dafa ñëw ci bët bi.,,Wikipedia/presse locale,5,,,6.0,,,Il est venu devant les yeux.
N021_wo,B_natural,wo,Gëstu na ci biir wetinu gi.,,Wikipedia/presse locale,6,,,7.0,,,Il a cherché à l'intérieur du ventre.
N022_wo,B_natural,wo,Jóge na ci dëkk wi.,,Wikipedia/presse locale,5,,,6.0,,,Il est venu de la ville.
N023_wo,B_natural,wo,Liggéey bi dafa am solo.,,Wikipedia/presse locale,5,,,6.0,,,Le travail est important.
N024_wo,B_natural,wo,Mbind mi dafa wóor.,,Wikipedia/presse locale,4,,,5.0,,,La lettre est juste.
N025_wo,B_natural,wo,Nit ki dafa jàng bu dëgëër.,,Wikipedia/presse locale,6,,,7.0,,,La personne a beaucoup étudié.
N026_wo,B_natural,wo,Dëkk bi dafa am xam-xam.,,Wikipedia/presse locale,5,,,6.0,,,La ville a de la connaissance.
N027_wo,B_natural,wo,Jakaarlo ji dafa yem.,,Wikipedia/presse locale,4,,,5.0,,,La pensée est bonne.
N028_wo,B_natural,wo,Tëdd bi dafa nëw.,,Wikipedia/presse locale,4,,,5.0,,,Le moment est venu.
N029_wo,B_natural,wo,Kanam bi dafa wér.,,Wikipedia/presse locale,4,,,5.0,,,L'avenir est bon.
N030_wo,B_natural,wo,Xale bi dafa gëm.,,Wikipedia/presse locale,4,,,5.0,,,L'enfant croit.
N031_wo,B_natural,wo,Dem na ci kanam.,,Wikipedia/presse locale,4,,,5.0,,,Il est allé en avant.
N032_wo,B_natural,wo,Dafa bëgg xam-xam.,,Wikipedia/presse locale,3,,,6.0,,,Il veut la connaissance.
N033_wo,B_natural,wo,Nit ki dafa liggéey.,,Wikipedia/presse locale,4,,,6.0,,,La personne travaille.
N034_wo,B_natural,wo,Lekk na ceeb yi.,,Wikipedia/presse locale,4,,,5.0,,,Il a mangé le riz.
N035_wo,B_natural,wo,Dafa dëkk ci Dakar.,,Wikipedia/presse locale,4,,,6.0,,,Il habite à Dakar.
N036_wo,B_natural,wo,Jigéen yi dañuy liggéey.,,Wikipedia/presse locale,4,,,6.0,,,Les femmes travaillent.
N037_wo,B_natural,wo,Xale bi dafa jàng.,,Wikipedia/presse locale,4,,,5.0,,,L'enfant étudie.
N038_wo,B_natural,wo,Mbind mi dafa am.,,Wikipedia/presse locale,4,,,5.0,,,La lettre existe.
N039_wo,B_natural,wo,Dëkk bi dafa réy.,,Wikipedia/presse locale,4,,,5.0,,,La ville est grande.
N040_wo,B_natural,wo,Nit ki dafa wax.,,Wikipedia/presse locale,4,,,5.0,,,La personne parle.
N041_wo,B_natural,wo,Gëstu na ci xam-xam bi.,,Wikipedia/presse locale,5,,,7.0,,,Il a cherché la connaissance.
N042_wo,B_natural,wo,Liggéey bi dafa am solo bu dëgëër.,,Wikipedia/presse locale,7,,,7.0,,,Le travail est vraiment important.
N043_wo,B_natural,wo,Dëkk bi dafa am nit yi.,,Wikipedia/presse locale,6,,,6.0,,,La ville a des habitants.
N044_wo,B_natural,wo,Xale bi dafa tëdd.,,Wikipedia/presse locale,4,,,5.0,,,L'enfant est couché.
N045_wo,B_natural,wo,Mbind mi dafa yem.,,Wikipedia/presse locale,4,,,5.0,,,La lettre est bonne.
N046_wo,B_natural,wo,Dafa dem ci kër gi.,,Wikipedia/presse locale,5,,,6.0,,,Il est allé à la maison.
N047_wo,B_natural,wo,Nit ki dafa am xam-xam.,,Wikipedia/presse locale,5,,,6.0,,,La personne a de la connaissance.
N048_wo,B_natural,wo,Liggéey bi dafa wór.,,Wikipedia/presse locale,4,,,7.0,,,Le travail est vrai.
N049_wo,B_natural,wo,Dëkk bi dafa jox.,,Wikipedia/presse locale,4,,,5.0,,,La ville donne.
N050_wo,B_natural,wo,Xale bi dafa dem.,,Wikipedia/presse locale,4,,,5.0,,,L'enfant est parti.
N001_yo,B_natural,yo,Yorùbá jẹ ọ̀kan lára àwọn ède tó gbajúmọ̀ jùlọ ní Áfíríkà.,,Wikipedia/presse locale,11,,,13.0,,,Le yoruba est l'une des langues les plus populaires d'Afrique.
N002_yo,B_natural,yo,Ìlú Lagos ni ìlú tó tóbi jùlọ ní Nàìjíríà.,,Wikipedia/presse locale,9,,,11.0,,,Lagos est la plus grande ville du Nigeria.
N003_yo,B_natural,yo,Àwọn ọmọdé ń lo èdè Yorùbá ní ilé-ẹ̀kọ́.,,Wikipedia/presse locale,8,,,11.0,,,Les enfants utilisent la langue yoruba à l'école.
N004_yo,B_natural,yo,Oúnjẹ àgbàdo jẹ olókìkí ní Yorùbálànd.,,Wikipedia/presse locale,6,,,9.0,,,La nourriture à base de maïs est populaire au Yorubaland.
N005_yo,B_natural,yo,Ìjọba ṣe ìpínnu tuntun lórí ìdánilẹ́kọ̀ọ́.,,Wikipedia/presse locale,6,,,11.0,,,Le gouvernement a pris une nouvelle décision sur l'éducation.
N006_yo,B_natural,yo,Ọdọ̀ tó ń gbádùn orin ń joríire.,,Wikipedia/presse locale,7,,,9.0,,,Le jeune homme qui apprécie la musique sera heureux.
N007_yo,B_natural,yo,Àwọn obìnrin ń kó ipa pàtàkì nínú ìdàgbàsókè.,,Wikipedia/presse locale,8,,,11.0,,,Les femmes jouent un rôle important dans le développement.
N008_yo,B_natural,yo,Omi tó mọ́ ṣe pàtàkì fún ìlera.,,Wikipedia/presse locale,7,,,9.0,,,L'eau propre est importante pour la santé.
N009_yo,B_natural,yo,Àwọn ọmọ ilé-ẹ̀kọ́ ń ṣiṣẹ̀ kára.,,Wikipedia/presse locale,6,,,10.0,,,Les élèves travaillent dur.
N010_yo,B_natural,yo,Ìlú Ibadan ní ìtàn gígùn.,,Wikipedia/presse locale,5,,,9.0,,,La ville d'Ibadan a une longue histoire.
N011_yo,B_natural,yo,Ewéko ìgbó ní ọ̀pọ̀ àǹfààní.,,Wikipedia/presse locale,5,,,9.0,,,Les plantes de la forêt ont de nombreux avantages.
N012_yo,B_natural,yo,Àwọn àgbẹ̀ ń gbin àgbàdo ní àkókò ọjọ́ ojo.,,Wikipedia/presse locale,9,,,11.0,,,Les agriculteurs plantent du maïs pendant la saison des pluies.
N013_yo,B_natural,yo,Ọjọ́ ìsimi jẹ pàtàkì fún ìlera ọkàn.,,Wikipedia/presse locale,7,,,9.0,,,Le jour de repos est important pour la santé de l'esprit.
N014_yo,B_natural,yo,Àwọn ọmọ ń kọ́ ní àárọ̀ gbogbo.,,Wikipedia/presse locale,7,,,8.0,,,Les enfants apprennent chaque matin.
N015_yo,B_natural,yo,Oòrùn ń mọ́ dáradára ní Yorùbálànd.,,Wikipedia/presse locale,6,,,8.0,,,Le soleil brille bien au Yorubaland.
N016_yo,B_natural,yo,Àwọn tó jẹ ẹja ní ọ̀pọ̀ ìlera.,,Wikipedia/presse locale,7,,,9.0,,,Ceux qui mangent du poisson ont beaucoup de santé.
N017_yo,B_natural,yo,Àtẹlẹ gbalasa ń gbé ayé ẹ̀dá rọrùn.,,Wikipedia/presse locale,7,,,8.0,,,Les outils modernes facilitent la vie des êtres vivants.
N018_yo,B_natural,yo,Ọmọ tó bá kọ́ ẹ̀kọ́ ẹ̀kọ́ à máa ń yàtọ̀.,,Wikipedia/presse locale,10,,,9.0,,,L'enfant qui a bien étudié sera différent.
N019_yo,B_natural,yo,Àwọn ọdọ́ ń lo ẹ̀rọ fóọ̀nù wọn lójoojúmọ́.,,Wikipedia/presse locale,8,,,9.0,,,Les jeunes utilisent leurs téléphones tous les jours.
N020_yo,B_natural,yo,Iṣé àgbẹ̀ ń pèsè oúnjẹ fún gbogbo ènìyàn.,,Wikipedia/presse locale,8,,,9.0,,,L'agriculture fournit de la nourriture à tout le monde.
N021_yo,B_natural,yo,Ìpínlẹ̀ Ọṣun ní àwọn ibi tó dára.,,Wikipedia/presse locale,7,,,8.0,,,L'état d'Osun a de beaux endroits.
N022_yo,B_natural,yo,"Ní ilé-ẹ̀kọ́, àwọn ọmọ ń kọ́ ẹ̀kọ́ ìmọ̀.",,Wikipedia/presse locale,8,,,10.0,,,"À l'école, les enfants apprennent les sciences."
N023_yo,B_natural,yo,Àwọn olùkọ́ ń ṣiṣẹ̀ kára fún ọjọ́ iwájú.,,Wikipedia/presse locale,8,,,9.0,,,Les enseignants travaillent dur pour l'avenir.
N024_yo,B_natural,yo,Omi tú jẹ àìtó ní ọ̀pọ̀ àgbègbè.,,Wikipedia/presse locale,7,,,9.0,,,L'eau manque dans de nombreuses zones.
N025_yo,B_natural,yo,Àwọn ẹranko igbó ń gbé ní igbó.,,Wikipedia/presse locale,7,,,8.0,,,Les animaux sauvages vivent dans la forêt.
N026_yo,B_natural,yo,Ìjọba ń kó owó sí ẹ̀kọ́ àwọn ọmọ.,,Wikipedia/presse locale,8,,,9.0,,,Le gouvernement investit dans l'éducation des enfants.
N027_yo,B_natural,yo,Ẹja jẹ oúnjẹ pàtàkì ní Nàìjíríà.,,Wikipedia/presse locale,6,,,8.0,,,Le poisson est un aliment important au Nigeria.
N028_yo,B_natural,yo,Àwọn obìnrin ń ṣe ọjà ní ọjà.,,Wikipedia/presse locale,7,,,8.0,,,Les femmes vendent au marché.
N029_yo,B_natural,yo,Ọ̀nà tuntun yóò ṣe ìrọrùn ìrìnnà.,,Wikipedia/presse locale,6,,,8.0,,,Une nouvelle route facilitera les déplacements.
N030_yo,B_natural,yo,Àwọn ọmọ ilé-ẹ̀kọ́ gíga ń ṣe ìwádìí.,,Wikipedia/presse locale,7,,,10.0,,,Les étudiants du supérieur font des recherches.
N031_yo,B_natural,yo,Ìṣẹ́ ọwọ́ jẹ ọ̀nà ìpamọ́ àṣà.,,Wikipedia/presse locale,6,,,8.0,,,L'artisanat est une façon de préserver la culture.
N032_yo,B_natural,yo,Ó pọ̀ tó ẹni tó ń gbé ní ìlú.,,Wikipedia/presse locale,9,,,8.0,,,Beaucoup de gens vivent en ville.
N033_yo,B_natural,yo,Àwọn àgbẹ̀ ń lo àwọn irinṣẹ́ tuntun.,,Wikipedia/presse locale,7,,,9.0,,,Les agriculteurs utilisent de nouveaux outils.
N034_yo,B_natural,yo,Ètò ìlera ṣe pàtàkì fún gbogbo ènìyàn.,,Wikipedia/presse locale,7,,,9.0,,,Le système de santé est important pour tout le monde.
N035_yo,B_natural,yo,Omi ọjẹ ń wà ní ọ̀pọ̀ àgbègbè.,,Wikipedia/presse locale,7,,,8.0,,,L'eau potable est disponible dans de nombreuses zones.
N036_yo,B_natural,yo,Àwọn ọmọ ń ṣeré lẹ́yìn ilé-ẹ̀kọ́.,,Wikipedia/presse locale,6,,,8.0,,,Les enfants jouent après l'école.
N037_yo,B_natural,yo,Iṣẹ́ àgbẹ̀ ń ṣàánú fún àyíká.,,Wikipedia/presse locale,6,,,8.0,,,L'agriculture respecte l'environnement.
N038_yo,B_natural,yo,Ìmọ̀ sáyẹ́ǹsì ń gbé ènìyàn lọ.,,Wikipedia/presse locale,6,,,8.0,,,La science fait progresser les gens.
N039_yo,B_natural,yo,"Ní Nàìjíríà, ọ̀pọ̀ ède ni wọ́n ń sọ.",,Wikipedia/presse locale,8,,,8.0,,,"Au Nigeria, on parle de nombreuses langues."
N040_yo,B_natural,yo,Àwọn ọmọdé ń kọ́ ẹ̀kọ́ Yorùbá.,,Wikipedia/presse locale,6,,,8.0,,,Les enfants apprennent la langue yoruba.
N041_yo,B_natural,yo,Àwọn tó ń gbé ní àgbègbè ìdílé ń ṣe àgbẹ̀.,,Wikipedia/presse locale,10,,,9.0,,,Ceux qui vivent en zone rurale font de l'agriculture.
N042_yo,B_natural,yo,Orin ìbílẹ̀ dúró ṣinṣin ní Yorùbálànd.,,Wikipedia/presse locale,6,,,8.0,,,La musique traditionnelle reste forte au Yorubaland.
N043_yo,B_natural,yo,Àwọn ẹ̀yà ọ̀tọ̀ọ̀tọ̀ gbé papọ̀ ní alaafia.,,Wikipedia/presse locale,7,,,9.0,,,Différents groupes ethniques vivent ensemble en paix.
N044_yo,B_natural,yo,Ìmọ̀ ẹ̀rọ tuntun ń wọ àwọn àgbègbè ìdílé.,,Wikipedia/presse locale,8,,,8.0,,,Les nouvelles technologies atteignent les zones rurales.
