sentence_id,subcorpus,language,langue,text,parallel_group,source,num_words,num_morphemes,n_morphemes_seg,n_morphemes_ref,feature,morphemes_detail,traduction_fr,tokenizer,n_tokens,tokens_detail,fertility_word,fertility_morpheme,morpheme_coverage,overtokenization_pct
P018_sw,A_parallel,sw,Swahili,Mila za kitamaduni zinapitishwa kutoka kizazi hadi kizazi.,P018,FLORES-200 devtest,8,10.0,13.0,13.0,,Mila za ki|tamaduni zi|na|pitishwa kutoka ki|zazi hadi ki|zazi,Les traditions culturelles sont transmises de génération en génération.,tiktoken,9,Mila|za|kitamaduni|zinapitishwa|kutoka|kizazi|hadi|kizazi|.,1.125,0.692,1.444,-30.8
P018_sw,A_parallel,sw,Swahili,Mila za kitamaduni zinapitishwa kutoka kizazi hadi kizazi.,P018,FLORES-200 devtest,8,10.0,13.0,13.0,,Mila za ki|tamaduni zi|na|pitishwa kutoka ki|zazi hadi ki|zazi,Les traditions culturelles sont transmises de génération en génération.,sentencepiece,9,Mila|za|kitamaduni|zinapitishwa|kutoka|kizazi|hadi|kizazi|.,1.125,0.692,1.444,-30.8
P018_fon,A_parallel,fon,Fongbé,Nǔkplɔnkplɔn tɔ lɛ nɔ yì sín zǎngbeto ɖokpo jɛ alɔ ɖevo.,P018,FLORES-200 devtest,11,16.0,15.0,15.0,,Nǔ|kplɔn|kplɔn tɔ lɛ nɔ yì sín zǎn|gbeto ɖo|kpo jɛ alɔ ɖevo,Les traditions culturelles sont transmises de génération en génération.,tiktoken,12,Nǔkplɔnkplɔn|tɔ|lɛ|nɔ|yì|sín|zǎngbeto|ɖokpo|jɛ|alɔ|ɖevo|.,1.091,0.8,1.25,-20.0
P018_fon,A_parallel,fon,Fongbé,Nǔkplɔnkplɔn tɔ lɛ nɔ yì sín zǎngbeto ɖokpo jɛ alɔ ɖevo.,P018,FLORES-200 devtest,11,16.0,15.0,15.0,,Nǔ|kplɔn|kplɔn tɔ lɛ nɔ yì sín zǎn|gbeto ɖo|kpo jɛ alɔ ɖevo,Les traditions culturelles sont transmises de génération en génération.,sentencepiece,12,Nǔkplɔnkplɔn|tɔ|lɛ|nɔ|yì|sín|zǎngbeto|ɖokpo|jɛ|alɔ|ɖevo|.,1.091,0.8,1.25,-20.0
P019_fr,A_parallel,fr,Français,La radio est un moyen de communication important en zone rurale.,P019,FLORES-200 devtest,11,17.0,15.0,15.0,,La radio est un moyen de commun|ic|ation important en zon|e rural|e,,tiktoken,12,La|radio|est|un|moyen|de|communication|important|en|zone|rurale|.,1.091,0.8,1.25,-20.0
P019_fr,A_parallel,fr,Français,La radio est un moyen de communication important en zone rurale.,P019,FLORES-200 devtest,11,17.0,15.0,15.0,,La radio est un moyen de commun|ic|ation important en zon|e rural|e,,sentencepiece,12,La|radio|est|un|moyen|de|communication|important|en|zone|rurale|.,1.091,0.8,1.25,-20.0
P019_wo,A_parallel,wo,Wolof,Radyo mooy yoon wu am solo ci dëkk bu wer.,P019,FLORES-200 devtest,10,10.0,10.0,10.0,,Radyo mooy yoon wu am solo ci dëkk bu wer,La radio est un moyen de communication important en zone rurale.,tiktoken,11,Radyo|mooy|yoon|wu|am|solo|ci|dëkk|bu|wer|.,1.1,1.1,0.909,10.0
P019_wo,A_parallel,wo,Wolof,Radyo mooy yoon wu am solo ci dëkk bu wer.,P019,FLORES-200 devtest,10,10.0,10.0,10.0,,Radyo mooy yoon wu am solo ci dëkk bu wer,La radio est un moyen de communication important en zone rurale.,sentencepiece,11,Radyo|mooy|yoon|wu|am|solo|ci|dëkk|bu|wer|.,1.1,1.1,0.909,10.0
P019_yo,A_parallel,yo,Yoruba,Rédíò jẹ ọ̀nà ìbáraẹniṣepọ̀ pàtàkì ní àgbègbè ìdílé.,P019,FLORES-200 devtest,8,16.0,12.0,12.0,,Rédíò jẹ ọ̀nà ì|báraẹni|ṣepọ̀ pàtàkì ní à|gbègbè ì|dílé,La radio est un moyen de communication important en zone rurale.,tiktoken,9,Rédíò|jẹ|ọ̀nà|ìbáraẹniṣepọ̀|pàtàkì|ní|àgbègbè|ìdílé|.,1.125,0.75,1.333,-25.0
P019_yo,A_parallel,yo,Yoruba,Rédíò jẹ ọ̀nà ìbáraẹniṣepọ̀ pàtàkì ní àgbègbè ìdílé.,P019,FLORES-200 devtest,8,16.0,12.0,12.0,,Rédíò jẹ ọ̀nà ì|báraẹni|ṣepọ̀ pàtàkì ní à|gbègbè ì|dílé,La radio est un moyen de communication important en zone rurale.,sentencepiece,9,Rédíò|jẹ|ọ̀nà|ìbáraẹniṣepọ̀|pàtàkì|ní|àgbègbè|ìdílé|.,1.125,0.75,1.333,-25.0
P019_sw,A_parallel,sw,Swahili,Redio ni njia muhimu ya mawasiliano katika maeneo ya vijijini.,P019,FLORES-200 devtest,10,11.0,13.0,13.0,,Redio ni njia muhimu ya ma|wasiliano katika ma|eneo ya vi|jijini,La radio est un moyen de communication important en zone rurale.,tiktoken,11,Redio|ni|njia|muhimu|ya|mawasiliano|katika|maeneo|ya|vijijini|.,1.1,0.846,1.182,-15.4
P019_sw,A_parallel,sw,Swahili,Redio ni njia muhimu ya mawasiliano katika maeneo ya vijijini.,P019,FLORES-200 devtest,10,11.0,13.0,13.0,,Redio ni njia muhimu ya ma|wasiliano katika ma|eneo ya vi|jijini,La radio est un moyen de communication important en zone rurale.,sentencepiece,11,Redio|ni|njia|muhimu|ya|mawasiliano|katika|maeneo|ya|vijijini|.,1.1,0.846,1.182,-15.4
P019_fon,A_parallel,fon,Fongbé,Rédio wɛ nyí hɛn taji ɖò toxo mɛ.,P019,FLORES-200 devtest,8,9.0,9.0,9.0,,Rédio wɛ nyí hɛn ta|ji ɖò toxo mɛ,La radio est un moyen de communication important en zone rurale.,tiktoken,9,Rédio|wɛ|nyí|hɛn|taji|ɖò|toxo|mɛ|.,1.125,1.0,1.0,0.0
P019_fon,A_parallel,fon,Fongbé,Rédio wɛ nyí hɛn taji ɖò toxo mɛ.,P019,FLORES-200 devtest,8,9.0,9.0,9.0,,Rédio wɛ nyí hɛn ta|ji ɖò toxo mɛ,La radio est un moyen de communication important en zone rurale.,sentencepiece,9,Rédio|wɛ|nyí|hɛn|taji|ɖò|toxo|mɛ|.,1.125,1.0,1.0,0.0
P020_fr,A_parallel,fr,Français,Les enfants ont droit à l'éducation dans tous les pays.,P020,FLORES-200 devtest,10,14.0,15.0,15.0,,Les enfant|s on|t droit à l' éduc|ation dans tous les pay|s,,tiktoken,13,Les|enfants|ont|droit|à|l|'|éducation|dans|tous|les|pays|.,1.3,0.867,1.154,-13.3
P020_fr,A_parallel,fr,Français,Les enfants ont droit à l'éducation dans tous les pays.,P020,FLORES-200 devtest,10,14.0,15.0,15.0,,Les enfant|s on|t droit à l' éduc|ation dans tous les pay|s,,sentencepiece,13,Les|enfants|ont|droit|à|l|'|éducation|dans|tous|les|pays|.,1.3,0.867,1.154,-13.3
P020_wo,A_parallel,wo,Wolof,Xale yi am sant ci jàng ci dëkk yépp.,P020,FLORES-200 devtest,9,9.0,9.0,9.0,,Xale yi am sant ci jàng ci dëkk yépp,Les enfants ont droit à l'éducation dans tous les pays.,tiktoken,10,Xale|yi|am|sant|ci|jàng|ci|dëkk|yépp|.,1.111,1.111,0.9,11.1
P020_wo,A_parallel,wo,Wolof,Xale yi am sant ci jàng ci dëkk yépp.,P020,FLORES-200 devtest,9,9.0,9.0,9.0,,Xale yi am sant ci jàng ci dëkk yépp,Les enfants ont droit à l'éducation dans tous les pays.,sentencepiece,10,Xale|yi|am|sant|ci|jàng|ci|dëkk|yépp|.,1.111,1.111,0.9,11.1
P020_yo,A_parallel,yo,Yoruba,Àwọn ọmọ ní ẹ̀tọ́ sí ẹ̀kọ́ ní gbogbo orílẹ̀-èdè.,P020,FLORES-200 devtest,9,13.0,12.0,12.0,,Àwọn ọmọ ní ẹ̀|tọ́ sí ẹ̀|kọ́ ní gbogbo orí|lẹ̀-èdè,Les enfants ont droit à l'éducation dans tous les pays.,tiktoken,12,Àwọn|ọmọ|ní|ẹ̀tọ́|sí|ẹ̀kọ́|ní|gbogbo|orílẹ̀|-|èdè|.,1.333,1.0,1.0,0.0
P020_yo,A_parallel,yo,Yoruba,Àwọn ọmọ ní ẹ̀tọ́ sí ẹ̀kọ́ ní gbogbo orílẹ̀-èdè.,P020,FLORES-200 devtest,9,13.0,12.0,12.0,,Àwọn ọmọ ní ẹ̀|tọ́ sí ẹ̀|kọ́ ní gbogbo orí|lẹ̀-èdè,Les enfants ont droit à l'éducation dans tous les pays.,sentencepiece,12,Àwọn|ọmọ|ní|ẹ̀tọ́|sí|ẹ̀kọ́|ní|gbogbo|orílẹ̀|-|èdè|.,1.333,1.0,1.0,0.0
P020_sw,A_parallel,sw,Swahili,Watoto wana haki ya elimu katika nchi zote.,P020,FLORES-200 devtest,8,8.0,10.0,10.0,,Wa|toto wa|na haki ya elimu katika nchi zote,Les enfants ont droit à l'éducation dans tous les pays.,tiktoken,9,Watoto|wana|haki|ya|elimu|katika|nchi|zote|.,1.125,0.9,1.111,-10.0
P020_sw,A_parallel,sw,Swahili,Watoto wana haki ya elimu katika nchi zote.,P020,FLORES-200 devtest,8,8.0,10.0,10.0,,Wa|toto wa|na haki ya elimu katika nchi zote,Les enfants ont droit à l'éducation dans tous les pays.,sentencepiece,9,Watoto|wana|haki|ya|elimu|katika|nchi|zote|.,1.125,0.9,1.111,-10.0
P020_fon,A_parallel,fon,Fongbé,Vǐ lɛ ɖó nǔkplɔnkplɔn sí ɖò tò lɛ bǐ mɛ.,P020,FLORES-200 devtest,10,13.0,12.0,12.0,,Vǐ lɛ ɖó nǔ|kplɔn|kplɔn sí ɖò tò lɛ bǐ mɛ,Les enfants ont droit à l'éducation dans tous les pays.,tiktoken,11,Vǐ|lɛ|ɖó|nǔkplɔnkplɔn|sí|ɖò|tò|lɛ|bǐ|mɛ|.,1.1,0.917,1.091,-8.3
P020_fon,A_parallel,fon,Fongbé,Vǐ lɛ ɖó nǔkplɔnkplɔn sí ɖò tò lɛ bǐ mɛ.,P020,FLORES-200 devtest,10,13.0,12.0,12.0,,Vǐ lɛ ɖó nǔ|kplɔn|kplɔn sí ɖò tò lɛ bǐ mɛ,Les enfants ont droit à l'éducation dans tous les pays.,sentencepiece,11,Vǐ|lɛ|ɖó|nǔkplɔnkplɔn|sí|ɖò|tò|lɛ|bǐ|mɛ|.,1.1,0.917,1.091,-8.3
P021_fr,A_parallel,fr,Français,La chaleur du soleil est intense en saison sèche.,P021,FLORES-200 devtest,9,13.0,11.0,11.0,,La chaleur du soleil est intens|e en saison sèch|e,,tiktoken,10,La|chaleur|du|soleil|est|intense|en|saison|sèche|.,1.111,0.909,1.1,-9.1
P021_fr,A_parallel,fr,Français,La chaleur du soleil est intense en saison sèche.,P021,FLORES-200 devtest,9,13.0,11.0,11.0,,La chaleur du soleil est intens|e en saison sèch|e,,sentencepiece,10,La|chaleur|du|soleil|est|intense|en|saison|sèche|.,1.111,0.909,1.1,-9.1
P021_wo,A_parallel,wo,Wolof,Tëdd bu jant bi dafa tang sëgën ci yaj yi.,P021,FLORES-200 devtest,10,10.0,10.0,10.0,,Tëdd bu jant bi dafa tang sëgën ci yaj yi,La chaleur du soleil est intense en saison sèche.,tiktoken,11,Tëdd|bu|jant|bi|dafa|tang|sëgën|ci|yaj|yi|.,1.1,1.1,0.909,10.0
P021_wo,A_parallel,wo,Wolof,Tëdd bu jant bi dafa tang sëgën ci yaj yi.,P021,FLORES-200 devtest,10,10.0,10.0,10.0,,Tëdd bu jant bi dafa tang sëgën ci yaj yi,La chaleur du soleil est intense en saison sèche.,sentencepiece,11,Tëdd|bu|jant|bi|dafa|tang|sëgën|ci|yaj|yi|.,1.1,1.1,0.909,10.0
P021_yo,A_parallel,yo,Yoruba,Ìgbóná oòrùn náà pọ̀ ní àkókò ọjọ́ ogbele.,P021,FLORES-200 devtest,8,11.0,11.0,11.0,,Ì|gbóná oò|rùn náà pọ̀ ní à|kókò ọjọ́ ogbele,La chaleur du soleil est intense en saison sèche.,tiktoken,9,Ìgbóná|oòrùn|náà|pọ̀|ní|àkókò|ọjọ́|ogbele|.,1.125,0.818,1.222,-18.2
P021_yo,A_parallel,yo,Yoruba,Ìgbóná oòrùn náà pọ̀ ní àkókò ọjọ́ ogbele.,P021,FLORES-200 devtest,8,11.0,11.0,11.0,,Ì|gbóná oò|rùn náà pọ̀ ní à|kókò ọjọ́ ogbele,La chaleur du soleil est intense en saison sèche.,sentencepiece,9,Ìgbóná|oòrùn|náà|pọ̀|ní|àkókò|ọjọ́|ogbele|.,1.125,0.818,1.222,-18.2
P021_sw,A_parallel,sw,Swahili,Joto la jua ni kali sana wakati wa kiangazi.,P021,FLORES-200 devtest,9,8.0,10.0,10.0,,Joto la jua ni kali sana wakati wa ki|angazi,La chaleur du soleil est intense en saison sèche.,tiktoken,10,Joto|la|jua|ni|kali|sana|wakati|wa|kiangazi|.,1.111,1.0,1.0,0.0
P021_sw,A_parallel,sw,Swahili,Joto la jua ni kali sana wakati wa kiangazi.,P021,FLORES-200 devtest,9,8.0,10.0,10.0,,Joto la jua ni kali sana wakati wa ki|angazi,La chaleur du soleil est intense en saison sèche.,sentencepiece,10,Joto|la|jua|ni|kali|sana|wakati|wa|kiangazi|.,1.111,1.0,1.0,0.0
P021_fon,A_parallel,fon,Fongbé,Hwɛzɔ ɔ gbɔn tawun ɖò azǎn susu.,P021,FLORES-200 devtest,7,9.0,11.0,11.0,,Hwɛ|zɔ ɔ gbɔn ta|wun ɖò a|zǎn su|su,La chaleur du soleil est intense en saison sèche.,tiktoken,8,Hwɛzɔ|ɔ|gbɔn|tawun|ɖò|azǎn|susu|.,1.143,0.727,1.375,-27.3
P021_fon,A_parallel,fon,Fongbé,Hwɛzɔ ɔ gbɔn tawun ɖò azǎn susu.,P021,FLORES-200 devtest,7,9.0,11.0,11.0,,Hwɛ|zɔ ɔ gbɔn ta|wun ɖò a|zǎn su|su,La chaleur du soleil est intense en saison sèche.,sentencepiece,8,Hwɛzɔ|ɔ|gbɔn|tawun|ɖò|azǎn|susu|.,1.143,0.727,1.375,-27.3
P022_fr,A_parallel,fr,Français,Les hôpitaux manquent souvent de médicaments et de personnel.,P022,FLORES-200 devtest,9,14.0,13.0,13.0,,Les hôpitaux manqu|ent souv|ent de médicament|s et de person|nel,,tiktoken,10,Les|hôpitaux|manquent|souvent|de|médicaments|et|de|personnel|.,1.111,0.769,1.3,-23.1
P022_fr,A_parallel,fr,Français,Les hôpitaux manquent souvent de médicaments et de personnel.,P022,FLORES-200 devtest,9,14.0,13.0,13.0,,Les hôpitaux manqu|ent souv|ent de médicament|s et de person|nel,,sentencepiece,10,Les|hôpitaux|manquent|souvent|de|médicaments|et|de|personnel|.,1.111,0.769,1.3,-23.1
P022_wo,A_parallel,wo,Wolof,Dëkk-dëkk yi dañ mën a metti ak nit-jëkëram.,P022,FLORES-200 devtest,8,11.0,9.0,9.0,,Dëkk-dëkk yi dañ mën a metti ak nit-jëkër|am,Les hôpitaux manquent souvent de médicaments et de personnel.,tiktoken,13,Dëkk|-|dëkk|yi|dañ|mën|a|metti|ak|nit|-|jëkëram|.,1.625,1.444,0.692,44.4
P022_wo,A_parallel,wo,Wolof,Dëkk-dëkk yi dañ mën a metti ak nit-jëkëram.,P022,FLORES-200 devtest,8,11.0,9.0,9.0,,Dëkk-dëkk yi dañ mën a metti ak nit-jëkër|am,Les hôpitaux manquent souvent de médicaments et de personnel.,sentencepiece,13,Dëkk|-|dëkk|yi|dañ|mën|a|metti|ak|nit|-|jëkëram|.,1.625,1.444,0.692,44.4
P022_yo,A_parallel,yo,Yoruba,Àwọn ilé ìwòsàn máa ń ṣàì ní ìpésẹ̀ oògùn àti àwọn òṣìṣẹ́.,P022,FLORES-200 devtest,12,18.0,15.0,15.0,,Àwọn ilé ì|wòsàn máa ń ṣàì ní ì|pésẹ̀ oògùn àti àwọn ò|ṣìṣẹ́,Les hôpitaux manquent souvent de médicaments et de personnel.,tiktoken,13,Àwọn|ilé|ìwòsàn|máa|ń|ṣàì|ní|ìpésẹ̀|oògùn|àti|àwọn|òṣìṣẹ́|.,1.083,0.867,1.154,-13.3
P022_yo,A_parallel,yo,Yoruba,Àwọn ilé ìwòsàn máa ń ṣàì ní ìpésẹ̀ oògùn àti àwọn òṣìṣẹ́.,P022,FLORES-200 devtest,12,18.0,15.0,15.0,,Àwọn ilé ì|wòsàn máa ń ṣàì ní ì|pésẹ̀ oògùn àti àwọn ò|ṣìṣẹ́,Les hôpitaux manquent souvent de médicaments et de personnel.,sentencepiece,13,Àwọn|ilé|ìwòsàn|máa|ń|ṣàì|ní|ìpésẹ̀|oògùn|àti|àwọn|òṣìṣẹ́|.,1.083,0.867,1.154,-13.3
P022_sw,A_parallel,sw,Swahili,Hospitali mara nyingi zinakosekana dawa na wafanyakazi.,P022,FLORES-200 devtest,7,8.0,10.0,10.0,,Hospitali mara nyingi zi|na|kosekana dawa na wa|fanyakazi,Les hôpitaux manquent souvent de médicaments et de personnel.,tiktoken,8,Hospitali|mara|nyingi|zinakosekana|dawa|na|wafanyakazi|.,1.143,0.8,1.25,-20.0
P022_sw,A_parallel,sw,Swahili,Hospitali mara nyingi zinakosekana dawa na wafanyakazi.,P022,FLORES-200 devtest,7,8.0,10.0,10.0,,Hospitali mara nyingi zi|na|kosekana dawa na wa|fanyakazi,Les hôpitaux manquent souvent de médicaments et de personnel.,sentencepiece,8,Hospitali|mara|nyingi|zinakosekana|dawa|na|wafanyakazi|.,1.143,0.8,1.25,-20.0
P022_fon,A_parallel,fon,Fongbé,Tɔ̀ gbɛ̀ mɛ nɔ yì dó nǔ e nyí toxo mɛ.,P022,FLORES-200 devtest,11,12.0,11.0,11.0,,Tɔ̀ gbɛ̀ mɛ nɔ yì dó nǔ e nyí toxo mɛ,Les hôpitaux manquent souvent de médicaments et de personnel.,tiktoken,12,Tɔ̀|gbɛ̀|mɛ|nɔ|yì|dó|nǔ|e|nyí|toxo|mɛ|.,1.091,1.091,0.917,9.1
P022_fon,A_parallel,fon,Fongbé,Tɔ̀ gbɛ̀ mɛ nɔ yì dó nǔ e nyí toxo mɛ.,P022,FLORES-200 devtest,11,12.0,11.0,11.0,,Tɔ̀ gbɛ̀ mɛ nɔ yì dó nǔ e nyí toxo mɛ,Les hôpitaux manquent souvent de médicaments et de personnel.,sentencepiece,12,Tɔ̀|gbɛ̀|mɛ|nɔ|yì|dó|nǔ|e|nyí|toxo|mɛ|.,1.091,1.091,0.917,9.1
P023_fr,A_parallel,fr,Français,L'agriculture est la principale source de revenus.,P023,FLORES-200 devtest,7,11.0,14.0,14.0,,L' agri|cultur|e est la princip|al|e sourc|e de revenu|s,,tiktoken,10,L|'|agriculture|est|la|principale|source|de|revenus|.,1.429,0.714,1.4,-28.6
P023_fr,A_parallel,fr,Français,L'agriculture est la principale source de revenus.,P023,FLORES-200 devtest,7,11.0,14.0,14.0,,L' agri|cultur|e est la princip|al|e sourc|e de revenu|s,,sentencepiece,10,L|'|agriculture|est|la|principale|source|de|revenus|.,1.429,0.714,1.4,-28.6
P023_wo,A_parallel,wo,Wolof,Jëf-jëf bu dëkk mooy yoon wu njëkk wu xalis.,P023,FLORES-200 devtest,9,10.0,9.0,9.0,,Jëf-jëf bu dëkk mooy yoon wu njëkk wu xalis,L'agriculture est la principale source de revenus.,tiktoken,12,Jëf|-|jëf|bu|dëkk|mooy|yoon|wu|njëkk|wu|xalis|.,1.333,1.333,0.75,33.3
P023_wo,A_parallel,wo,Wolof,Jëf-jëf bu dëkk mooy yoon wu njëkk wu xalis.,P023,FLORES-200 devtest,9,10.0,9.0,9.0,,Jëf-jëf bu dëkk mooy yoon wu njëkk wu xalis,L'agriculture est la principale source de revenus.,sentencepiece,12,Jëf|-|jëf|bu|dëkk|mooy|yoon|wu|njëkk|wu|xalis|.,1.333,1.333,0.75,33.3
P023_yo,A_parallel,yo,Yoruba,Iṣẹ́ àgbẹ̀ ni orísun àpéjẹpọ̀ àkọ́kọ́.,P023,FLORES-200 devtest,6,13.0,12.0,12.0,,I|ṣẹ́ à|gbẹ̀ ni orí|sun à|pé|jẹpọ̀ à|kọ́kọ́,L'agriculture est la principale source de revenus.,tiktoken,7,Iṣẹ́|àgbẹ̀|ni|orísun|àpéjẹpọ̀|àkọ́kọ́|.,1.167,0.583,1.714,-41.7
P023_yo,A_parallel,yo,Yoruba,Iṣẹ́ àgbẹ̀ ni orísun àpéjẹpọ̀ àkọ́kọ́.,P023,FLORES-200 devtest,6,13.0,12.0,12.0,,I|ṣẹ́ à|gbẹ̀ ni orí|sun à|pé|jẹpọ̀ à|kọ́kọ́,L'agriculture est la principale source de revenus.,sentencepiece,7,Iṣẹ́|àgbẹ̀|ni|orísun|àpéjẹpọ̀|àkọ́kọ́|.,1.167,0.583,1.714,-41.7
P023_sw,A_parallel,sw,Swahili,Kilimo ni chanzo kikuu cha mapato.,P023,FLORES-200 devtest,6,7.0,9.0,9.0,,Ki|limo ni chanzo ki|kuu cha ma|pato,L'agriculture est la principale source de revenus.,tiktoken,7,Kilimo|ni|chanzo|kikuu|cha|mapato|.,1.167,0.778,1.286,-22.2
P023_sw,A_parallel,sw,Swahili,Kilimo ni chanzo kikuu cha mapato.,P023,FLORES-200 devtest,6,7.0,9.0,9.0,,Ki|limo ni chanzo ki|kuu cha ma|pato,L'agriculture est la principale source de revenus.,sentencepiece,7,Kilimo|ni|chanzo|kikuu|cha|mapato|.,1.167,0.778,1.286,-22.2
P023_fon,A_parallel,fon,Fongbé,Dokunsinsɛn wɛ nyí buntɔ gbɛ̀ taji.,P023,FLORES-200 devtest,6,9.0,11.0,11.0,,Do|kun|sin|sɛn wɛ nyí bun|tɔ gbɛ̀ ta|ji,L'agriculture est la principale source de revenus.,tiktoken,7,Dokunsinsɛn|wɛ|nyí|buntɔ|gbɛ̀|taji|.,1.167,0.636,1.571,-36.4
P023_fon,A_parallel,fon,Fongbé,Dokunsinsɛn wɛ nyí buntɔ gbɛ̀ taji.,P023,FLORES-200 devtest,6,9.0,11.0,11.0,,Do|kun|sin|sɛn wɛ nyí bun|tɔ gbɛ̀ ta|ji,L'agriculture est la principale source de revenus.,sentencepiece,7,Dokunsinsɛn|wɛ|nyí|buntɔ|gbɛ̀|taji|.,1.167,0.636,1.571,-36.4
P024_fr,A_parallel,fr,Français,Le fleuve traverse plusieurs villes et villages.,P024,FLORES-200 devtest,7,11.0,12.0,12.0,,Le fleuve travers|e plusieurs vill|e|s et villag|e|s,,tiktoken,8,Le|fleuve|traverse|plusieurs|villes|et|villages|.,1.143,0.667,1.5,-33.3
P024_fr,A_parallel,fr,Français,Le fleuve traverse plusieurs villes et villages.,P024,FLORES-200 devtest,7,11.0,12.0,12.0,,Le fleuve travers|e plusieurs vill|e|s et villag|e|s,,sentencepiece,8,Le|fleuve|traverse|plusieurs|villes|et|villages|.,1.143,0.667,1.5,-33.3
P024_wo,A_parallel,wo,Wolof,Géej gi dafa tàkk dëkk yi ak penku yi.,P024,FLORES-200 devtest,9,9.0,9.0,9.0,,Géej gi dafa tàkk dëkk yi ak penku yi,Le fleuve traverse plusieurs villes et villages.,tiktoken,10,Géej|gi|dafa|tàkk|dëkk|yi|ak|penku|yi|.,1.111,1.111,0.9,11.1
P024_wo,A_parallel,wo,Wolof,Géej gi dafa tàkk dëkk yi ak penku yi.,P024,FLORES-200 devtest,9,9.0,9.0,9.0,,Géej gi dafa tàkk dëkk yi ak penku yi,Le fleuve traverse plusieurs villes et villages.,sentencepiece,10,Géej|gi|dafa|tàkk|dëkk|yi|ak|penku|yi|.,1.111,1.111,0.9,11.1
P024_yo,A_parallel,yo,Yoruba,Odò náà ń gba ọ̀pọ̀ ìlú àti abúlé kọjá.,P024,FLORES-200 devtest,9,12.0,11.0,11.0,,Odò náà ń gba ọ̀pọ̀ ì|lú àti a|búlé kọjá,Le fleuve traverse plusieurs villes et villages.,tiktoken,10,Odò|náà|ń|gba|ọ̀pọ̀|ìlú|àti|abúlé|kọjá|.,1.111,0.909,1.1,-9.1
P024_yo,A_parallel,yo,Yoruba,Odò náà ń gba ọ̀pọ̀ ìlú àti abúlé kọjá.,P024,FLORES-200 devtest,9,12.0,11.0,11.0,,Odò náà ń gba ọ̀pọ̀ ì|lú àti a|búlé kọjá,Le fleuve traverse plusieurs villes et villages.,sentencepiece,10,Odò|náà|ń|gba|ọ̀pọ̀|ìlú|àti|abúlé|kọjá|.,1.111,0.909,1.1,-9.1
P024_sw,A_parallel,sw,Swahili,Mto unapita katika miji na vijiji vingi.,P024,FLORES-200 devtest,7,8.0,11.0,11.0,,Mto u|na|pita katika mi|ji na vi|jiji vingi,Le fleuve traverse plusieurs villes et villages.,tiktoken,8,Mto|unapita|katika|miji|na|vijiji|vingi|.,1.143,0.727,1.375,-27.3
P024_sw,A_parallel,sw,Swahili,Mto unapita katika miji na vijiji vingi.,P024,FLORES-200 devtest,7,8.0,11.0,11.0,,Mto u|na|pita katika mi|ji na vi|jiji vingi,Le fleuve traverse plusieurs villes et villages.,sentencepiece,8,Mto|unapita|katika|miji|na|vijiji|vingi|.,1.143,0.727,1.375,-27.3
P024_fon,A_parallel,fon,Fongbé,Tɔ ɔ nɔ já xá kple toxo gègě.,P024,FLORES-200 devtest,8,9.0,8.0,8.0,,Tɔ ɔ nɔ já xá kple toxo gègě,Le fleuve traverse plusieurs villes et villages.,tiktoken,9,Tɔ|ɔ|nɔ|já|xá|kple|toxo|gègě|.,1.125,1.125,0.889,12.5
P024_fon,A_parallel,fon,Fongbé,Tɔ ɔ nɔ já xá kple toxo gègě.,P024,FLORES-200 devtest,8,9.0,8.0,8.0,,Tɔ ɔ nɔ já xá kple toxo gègě,Le fleuve traverse plusieurs villes et villages.,sentencepiece,9,Tɔ|ɔ|nɔ|já|xá|kple|toxo|gègě|.,1.125,1.125,0.889,12.5
P025_fr,A_parallel,fr,Français,La construction de routes améliore l'accès aux services.,P025,FLORES-200 devtest,8,13.0,15.0,15.0,,La construct|ion de rout|e|s amélior|e l' accès aux servic|e|s,,tiktoken,11,La|construction|de|routes|améliore|l|'|accès|aux|services|.,1.375,0.733,1.364,-26.7
P025_fr,A_parallel,fr,Français,La construction de routes améliore l'accès aux services.,P025,FLORES-200 devtest,8,13.0,15.0,15.0,,La construct|ion de rout|e|s amélior|e l' accès aux servic|e|s,,sentencepiece,11,La|construction|de|routes|améliore|l|'|accès|aux|services|.,1.375,0.733,1.364,-26.7
P025_wo,A_parallel,wo,Wolof,Def ñaari yoon yi dafa yem ci njëkëram.,P025,FLORES-200 devtest,8,9.0,8.0,8.0,,Def ñaari yoon yi dafa yem ci njëkëram,La construction de routes améliore l'accès aux services.,tiktoken,9,Def|ñaari|yoon|yi|dafa|yem|ci|njëkëram|.,1.125,1.125,0.889,12.5
P025_wo,A_parallel,wo,Wolof,Def ñaari yoon yi dafa yem ci njëkëram.,P025,FLORES-200 devtest,8,9.0,8.0,8.0,,Def ñaari yoon yi dafa yem ci njëkëram,La construction de routes améliore l'accès aux services.,sentencepiece,9,Def|ñaari|yoon|yi|dafa|yem|ci|njëkëram|.,1.125,1.125,0.889,12.5
P025_yo,A_parallel,yo,Yoruba,Ìkọ́ òpópónà ń mú ìránnilọ sí àwọn iṣẹ́ dára.,P025,FLORES-200 devtest,9,15.0,13.0,13.0,,Ì|kọ́ ò|pópónà ń mú ì|ránnilọ sí àwọn i|ṣẹ́ dára,La construction de routes améliore l'accès aux services.,tiktoken,10,Ìkọ́|òpópónà|ń|mú|ìránnilọ|sí|àwọn|iṣẹ́|dára|.,1.111,0.769,1.3,-23.1
