id,subcorpus,language,parallel_group,text,num_words,num_morphemes,n_morphemes_seg,morphemes_detail,traduction_fr
P023_yo,A_parallel,yo,P023,Iṣẹ́ àgbẹ̀ ni orísun àpéjẹpọ̀ àkọ́kọ́.,6,13.0,12.0,I|ṣẹ́ à|gbẹ̀ ni orí|sun à|pé|jẹpọ̀ à|kọ́kọ́,L'agriculture est la principale source de revenus.
P024_fon,A_parallel,fon,P024,Tɔ ɔ nɔ já xá kple toxo gègě.,8,9.0,8.0,Tɔ ɔ nɔ já xá kple toxo gègě,Le fleuve traverse plusieurs villes et villages.
P024_fr,A_parallel,fr,P024,Le fleuve traverse plusieurs villes et villages.,7,11.0,12.0,Le fleuve travers|e plusieurs vill|e|s et villag|e|s,
P024_sw,A_parallel,sw,P024,Mto unapita katika miji na vijiji vingi.,7,8.0,11.0,Mto u|na|pita katika mi|ji na vi|jiji vingi,Le fleuve traverse plusieurs villes et villages.
P024_wo,A_parallel,wo,P024,Géej gi dafa tàkk dëkk yi ak penku yi.,9,9.0,9.0,Géej gi dafa tàkk dëkk yi ak penku yi,Le fleuve traverse plusieurs villes et villages.
P024_yo,A_parallel,yo,P024,Odò náà ń gba ọ̀pọ̀ ìlú àti abúlé kọjá.,9,12.0,11.0,Odò náà ń gba ọ̀pọ̀ ì|lú àti a|búlé kọjá,Le fleuve traverse plusieurs villes et villages.
P025_fon,A_parallel,fon,P025,Hɛn yɔdó mɛ nɔ d'alɔ bɔ mɛ na sixu wá jɛ nǔ e ɖó na mɔ.,16,17.0,17.0,Hɛn yɔ|dó mɛ nɔ d'alɔ bɔ mɛ na sixu wá jɛ nǔ e ɖó na mɔ,La construction de routes améliore l'accès aux services.
P025_fr,A_parallel,fr,P025,La construction de routes améliore l'accès aux services.,8,13.0,15.0,La construct|ion de rout|e|s amélior|e l' accès aux servic|e|s,
P025_sw,A_parallel,sw,P025,Ujenzi wa barabara unaboresha ufikiaji wa huduma.,7,10.0,12.0,U|jenzi wa barabara u|na|boresha u|fikiaji wa hu|duma,La construction de routes améliore l'accès aux services.
P025_wo,A_parallel,wo,P025,Def ñaari yoon yi dafa yem ci njëkëram.,8,9.0,8.0,Def ñaari yoon yi dafa yem ci njëkëram,La construction de routes améliore l'accès aux services.
P025_yo,A_parallel,yo,P025,Ìkọ́ òpópónà ń mú ìránnilọ sí àwọn iṣẹ́ dára.,9,15.0,13.0,Ì|kọ́ ò|pópónà ń mú ì|ránnilọ sí àwọn i|ṣẹ́ dára,La construction de routes améliore l'accès aux services.
P026_fon,A_parallel,fon,P026,Tɔ́ kpo nɔ kpo nyí nǔ taji ɖò vǐ lɛ tɔn kplɔnkplɔn mɛ.,13,14.0,15.0,Tɔ́ kpo nɔ kpo nyí nǔ ta|ji ɖò vǐ lɛ tɔn kplɔn|kplɔn mɛ,Les parents jouent un rôle essentiel dans l'éducation des enfants.
P026_fr,A_parallel,fr,P026,Les parents jouent un rôle essentiel dans l'éducation des enfants.,10,15.0,15.0,Les parent|s jou|ent un rôle essentiel dans l' éduc|ation des enfant|s,
P026_sw,A_parallel,sw,P026,Wazazi wana jukumu muhimu katika malezi ya watoto.,8,10.0,12.0,Wa|zazi wa|na jukumu muhimu katika ma|lezi ya wa|toto,Les parents jouent un rôle essentiel dans l'éducation des enfants.
P026_wo,A_parallel,wo,P026,Yaay-baay yi am solo bu dëgëër ci jàng xale yi.,10,10.0,10.0,Yaay-baay yi am solo bu dëgëër ci jàng xale yi,Les parents jouent un rôle essentiel dans l'éducation des enfants.
P026_yo,A_parallel,yo,P026,Àwọn òbí kó ipa pàtàkì nínú ẹ̀kọ́ àwọn ọmọ.,9,11.0,11.0,Àwọn ò|bí kó ipa pàtàkì nínú ẹ̀|kọ́ àwọn ọmọ,Les parents jouent un rôle essentiel dans l'éducation des enfants.
P027_fon,A_parallel,fon,P027,Ahwɛ́ lɛlɛ̀ ɔ nɔ xlɛ́ ɖɔ nǔɖuɖu sín hwɛjijɔ nɔ ɖó tɛnmɛ.,12,17.0,18.0,Ahwɛ́ lɛ|lɛ̀ ɔ nɔ xlɛ́ ɖɔ nǔ|ɖu|ɖu sín hwɛ|ji|jɔ nɔ ɖó tɛn|mɛ,Le changement climatique menace la sécurité alimentaire.
P027_fr,A_parallel,fr,P027,Le changement climatique menace la sécurité alimentaire.,7,13.0,14.0,Le change|ment climat|iqu|e menac|e la sécur|ité aliment|air|e,
P027_sw,A_parallel,sw,P027,Mabadiliko ya tabianchi yanaitishia usalama wa chakula.,7,12.0,14.0,Ma|badiliko ya tabia|nchi ya|na|i|tishia u|salama wa cha|kula,Le changement climatique menace la sécurité alimentaire.
P027_wo,A_parallel,wo,P027,Soppi ci xeex bi dafa jëm ci xeex bi.,9,9.0,9.0,Soppi ci xeex bi dafa jëm ci xeex bi,Le changement climatique menace la sécurité alimentaire.
P027_yo,A_parallel,yo,P027,Ìyípadà ojú ọjọ́ ń ṣe ewu ìdáàbòbò oúnjẹ.,8,15.0,10.0,Ì|yípadà ojú ọjọ́ ń ṣe ewu ì|dáàbòbò oúnjẹ,Le changement climatique menace la sécurité alimentaire.
P028_fon,A_parallel,fon,P028,Mɛ e nɔ wà azɔ bǎ tɔn lɛ nɔ dó dandanxɛ lɛ sísí.,13,15.0,17.0,Mɛ e nɔ wà a|zɔ bǎ tɔn lɛ nɔ dó dan|dan|xɛ lɛ sí|sí,Les artisans préservent les techniques traditionnelles.
P028_fr,A_parallel,fr,P028,Les artisans préservent les techniques traditionnelles.,6,12.0,13.0,Les artisan|s préserv|ent les techniqu|e|s tradition|nel|le|s,
P028_sw,A_parallel,sw,P028,Mafundi wanaendeleza mbinu za asili.,5,7.0,9.0,Ma|fundi wa|na|endeleza m|binu za asili,Les artisans préservent les techniques traditionnelles.
P028_wo,A_parallel,wo,P028,Ndawrabkat yi dañuy topp xeeyu mbind mi.,7,9.0,8.0,Ndawrab|kat yi dañuy topp xeeyu mbind mi,Les artisans préservent les techniques traditionnelles.
P028_yo,A_parallel,yo,P028,Àwọn ọnàkọjà ń ṣọ́ àwọn ọ̀nà ìbílẹ̀.,7,12.0,9.0,Àwọn ọ|nàkọjà ń ṣọ́ àwọn ọ̀nà ì|bílẹ̀,Les artisans préservent les techniques traditionnelles.
P029_fon,A_parallel,fon,P029,Internet sín hɛn nyanya ɔ nɔ cí azɔwanú yɔyɔ̌.,9,11.0,13.0,Internet sín hɛn nya|nya ɔ nɔ cí a|zɔ|wa|nú yɔyɔ̌,L'accès à internet transforme l'économie numérique.
P029_fr,A_parallel,fr,P029,L'accès à internet transforme l'économie numérique.,6,11.0,11.0,L' accès à internet transform|e l' économi|e numériqu|e,
P029_sw,A_parallel,sw,P029,Ufikiaji wa intaneti unabadilisha uchumi wa kidijitali.,7,10.0,12.0,U|fikiaji wa intaneti u|na|badilisha u|chumi wa ki|dijitali,L'accès à internet transforme l'économie numérique.
P029_wo,A_parallel,wo,P029,Yoon wu internet wi dafa soppi njëkëram bu numériqu.,9,10.0,9.0,Yoon wu internet wi dafa soppi njëkëram bu numériqu,L'accès à internet transforme l'économie numérique.
P029_yo,A_parallel,yo,P029,Ìránnilọ sí íntánẹ́ẹ̀tì ń yí ọrọ̀ ajé dígítà pada.,9,11.0,10.0,Ì|ránnilọ sí íntánẹ́ẹ̀tì ń yí ọrọ̀ ajé dígítà pada,L'accès à internet transforme l'économie numérique.
P030_fon,A_parallel,fon,P030,Nǔwiwa ɖokpo e mɛ lɛ nɔ wà d'eji ɔ nɔ d'alɔ bo na mɔ fífá.,15,19.0,19.0,Nǔ|wi|wa ɖo|kpo e mɛ lɛ nɔ wà d'eji ɔ nɔ d'alɔ bo na mɔ fí|fá,La solidarité entre les peuples favorise la paix mondiale.
P030_fr,A_parallel,fr,P030,La solidarité entre les peuples favorise la paix mondiale.,9,13.0,14.0,La solidar|ité entre les peupl|e|s favoris|e la paix mondial|e,
P030_sw,A_parallel,sw,P030,Mshikamano kati ya watu unaendeleza amani duniani.,7,9.0,12.0,M|shikamano kati ya wa|tu u|na|endeleza amani dunia|ni,La solidarité entre les peuples favorise la paix mondiale.
P030_wo,A_parallel,wo,P030,Ëllëg bu nit yi ci kanam dafa dëkk jam ci àdduna bi.,12,12.0,12.0,Ëllëg bu nit yi ci kanam dafa dëkk jam ci àdduna bi,La solidarité entre les peuples favorise la paix mondiale.
P030_yo,A_parallel,yo,P030,Ìfọwọsowọpọ̀ láàárín àwọn ènìyàn ń ṣe ìtọ́jú àlàáfíà àgbáyé.,9,20.0,15.0,Ì|fọwọ|so|wọpọ̀ láàárín àwọn ènìyàn ń ṣe ì|tọ́jú à|làáfíà à|gbáyé,La solidarité entre les peuples favorise la paix mondiale.
