sentence_id,language,subcorpus,tokenizer,n_words,n_tokens,fertility,tokens
P021_sw,sw,A_parallel,mot,9,9,1.0,Joto|la|jua|ni|kali|sana|wakati|wa|kiangazi.
P021_fon,fon,A_parallel,tiktoken,7,33,4.714285714285714,▁H|w|<0xC9>|<0x9B>|z|<0xC9>|<0x94>|▁|<0xC9>|<0x94>|▁g|b|<0xC9>|<0x94>|n|▁t|a|w|un|▁
P021_fon,fon,A_parallel,sentencepiece,7,31,4.428571428571429,▁H|w|<0xC9>|<0x9B>|z|<0xC9>|<0x94>|▁|<0xC9>|<0x94>|▁gb|<0xC9>|<0x94>|n|▁t|aw|un|▁|<0xC9>|<0x96>
P021_fon,fon,A_parallel,caractere,7,32,4.571428571428571,H|w|ɛ|z|ɔ| |ɔ| |g|b|ɔ|n| |t|a|w|u|n| |ɖ
P021_fon,fon,A_parallel,mot,7,7,1.0,Hwɛzɔ|ɔ|gbɔn|tawun|ɖò|azǎn|susu.
P022_fr,fr,A_parallel,tiktoken,9,23,2.5555555555555554,▁Les|▁h|ô|p|it|aux|▁man|qu|ent|▁s|ouv|ent|▁de|▁médic|ament|s|▁et|▁de|▁p|ers
P022_fr,fr,A_parallel,sentencepiece,9,23,2.5555555555555554,▁Les|▁h|ô|p|it|aux|▁man|qu|ent|▁s|ouv|ent|▁de|▁médic|ament|s|▁et|▁de|▁p|ers
P022_fr,fr,A_parallel,caractere,9,61,6.777777777777778,L|e|s| |h|ô|p|i|t|a|u|x| |m|a|n|q|u|e|n
P022_fr,fr,A_parallel,mot,9,9,1.0,Les|hôpitaux|manquent|souvent|de|médicaments|et|de|personnel.
P022_wo,wo,A_parallel,tiktoken,8,37,4.625,▁D|<0xC3>|<0xAB>|k|k|-|d|<0xC3>|<0xAB>|k|k|▁y|i|▁da|ñ|▁m|<0xC3>|<0xAB>|n|▁a
P022_wo,wo,A_parallel,sentencepiece,8,37,4.625,▁D|<0xC3>|<0xAB>|k|k|-|d|<0xC3>|<0xAB>|k|k|▁y|i|▁d|añ|▁m|<0xC3>|<0xAB>|n|▁a
P022_wo,wo,A_parallel,caractere,8,44,5.5,D|ë|k|k|-|d|ë|k|k| |y|i| |d|a|ñ| |m|ë|n
P022_wo,wo,A_parallel,mot,8,8,1.0,Dëkk-dëkk|yi|dañ|mën|a|metti|ak|nit-jëkëram.
P022_yo,yo,A_parallel,tiktoken,12,78,6.5,▁|<0xC3>|<0x80>|w|<0xE1>|<0xBB>|<0x8D>|n|▁il|é|▁|<0xC3>|<0xAC>|w|<0xC3>|<0xB2>|s|à|n|▁m
P022_yo,yo,A_parallel,sentencepiece,12,40,3.3333333333333335,▁|<0xC3>|<0x80>|wọn|▁ilé|▁ì|w|<0xC3>|<0xB2>|s|à|n|▁m|á|a|▁ń|▁ṣ|à|ì|▁ní
P022_yo,yo,A_parallel,caractere,12,58,4.833333333333333,À|w|ọ|n| |i|l|é| |ì|w|ò|s|à|n| |m|á|a| 
P022_yo,yo,A_parallel,mot,12,12,1.0,Àwọn|ilé|ìwòsàn|máa|ń|ṣàì|ní|ìpésẹ̀|oògùn|àti|àwọn|òṣìṣẹ́.
P022_sw,sw,A_parallel,tiktoken,7,30,4.285714285714286,▁H|os|p|it|ali|▁m|ara|▁n|y|ing|i|▁|z|ina|k|os|ek|ana|▁da|wa
P022_sw,sw,A_parallel,sentencepiece,7,21,3.0,▁H|os|p|it|ali|▁m|ara|▁nyingi|▁zin|ak|os|ek|ana|▁da|wa|▁na|▁wa|fanya|ka|zi
P022_sw,sw,A_parallel,caractere,7,55,7.857142857142857,H|o|s|p|i|t|a|l|i| |m|a|r|a| |n|y|i|n|g
P022_sw,sw,A_parallel,mot,7,7,1.0,Hospitali|mara|nyingi|zinakosekana|dawa|na|wafanyakazi.
P022_fon,fon,A_parallel,tiktoken,11,37,3.3636363636363638,▁T|<0xC9>|<0x94>|<0xCC>|<0x80>|▁g|b|<0xC9>|<0x9B>|<0xCC>|<0x80>|▁m|<0xC9>|<0x9B>|▁n|<0xC9>|<0x94>|▁y|<0xC3>|<0xAC>
P022_fon,fon,A_parallel,sentencepiece,11,31,2.8181818181818183,▁T|<0xC9>|<0x94>|̀|▁gb|<0xC9>|<0x9B>|̀|▁m|<0xC9>|<0x9B>|▁n|<0xC9>|<0x94>|▁y|ì|▁d|ó|▁n|<0xC7>
P022_fon,fon,A_parallel,caractere,11,38,3.4545454545454546,T|ɔ|̀| |g|b|ɛ|̀| |m|ɛ| |n|ɔ| |y|ì| |d|ó
P022_fon,fon,A_parallel,mot,11,11,1.0,Tɔ̀|gbɛ̀|mɛ|nɔ|yì|dó|nǔ|e|nyí|toxo|mɛ.
P023_fr,fr,A_parallel,tiktoken,7,19,2.7142857142857144,▁L|'|a|gricul|ture|▁est|▁la|▁pr|in|ci|p|ale|▁sour|ce|▁de|▁re|ven|us|.
P023_fr,fr,A_parallel,sentencepiece,7,19,2.7142857142857144,▁L|'|a|gricul|ture|▁est|▁la|▁pr|in|ci|p|ale|▁sour|ce|▁de|▁re|ven|us|.
P023_fr,fr,A_parallel,caractere,7,50,7.142857142857143,L|'|a|g|r|i|c|u|l|t|u|r|e| |e|s|t| |l|a
P023_fr,fr,A_parallel,mot,7,7,1.0,L'agriculture|est|la|principale|source|de|revenus.
P023_wo,wo,A_parallel,tiktoken,9,37,4.111111111111111,▁J|<0xC3>|<0xAB>|f|-|j|<0xC3>|<0xAB>|f|▁b|u|▁d|<0xC3>|<0xAB>|k|k|▁m|oo|y|▁y
P023_wo,wo,A_parallel,sentencepiece,9,34,3.7777777777777777,▁J|<0xC3>|<0xAB>|f|-|j|<0xC3>|<0xAB>|f|▁bu|▁d|<0xC3>|<0xAB>|k|k|▁mo|oy|▁y|o|on
P023_wo,wo,A_parallel,caractere,9,44,4.888888888888889,J|ë|f|-|j|ë|f| |b|u| |d|ë|k|k| |m|o|o|y
P023_wo,wo,A_parallel,mot,9,9,1.0,Jëf-jëf|bu|dëkk|mooy|yoon|wu|njëkk|wu|xalis.
P023_yo,yo,A_parallel,tiktoken,6,50,8.333333333333334,▁I|<0xE1>|<0xB9>|<0xA3>|<0xE1>|<0xBA>|<0xB9>|<0xCC>|<0x81>|▁à|g|b|<0xE1>|<0xBA>|<0xB9>|<0xCC>|<0x80>|▁ni|▁|or
P023_yo,yo,A_parallel,sentencepiece,6,7,1.1666666666666667,▁Iṣẹ́|▁àgbẹ̀|▁ni|▁orísun|▁àpéjẹpọ̀|▁àkọ́kọ́|.
P023_yo,yo,A_parallel,caractere,6,38,6.333333333333333,I|ṣ|ẹ|́| |à|g|b|ẹ|̀| |n|i| |o|r|í|s|u|n
P023_yo,yo,A_parallel,mot,6,6,1.0,Iṣẹ́|àgbẹ̀|ni|orísun|àpéjẹpọ̀|àkọ́kọ́.
P023_sw,sw,A_parallel,tiktoken,6,17,2.8333333333333335,▁K|il|imo|▁ni|▁chan|zo|▁|k|i|k|u|u|▁cha|▁ma|p|ato|.
P023_sw,sw,A_parallel,sentencepiece,6,7,1.1666666666666667,▁Kilimo|▁ni|▁chanzo|▁kikuu|▁cha|▁mapato|.
P023_sw,sw,A_parallel,caractere,6,34,5.666666666666667,K|i|l|i|m|o| |n|i| |c|h|a|n|z|o| |k|i|k
P023_sw,sw,A_parallel,mot,6,6,1.0,Kilimo|ni|chanzo|kikuu|cha|mapato.
P023_fon,fon,A_parallel,tiktoken,6,32,5.333333333333333,▁D|o|k|un|s|ins|<0xC9>|<0x9B>|n|▁w|<0xC9>|<0x9B>|▁n|y|<0xC3>|<0xAD>|▁b|un|t|<0xC9>
P023_fon,fon,A_parallel,sentencepiece,6,25,4.166666666666667,▁D|o|k|un|s|ins|<0xC9>|<0x9B>|n|▁w|<0xC9>|<0x9B>|▁ny|í|▁b|unt|<0xC9>|<0x94>|▁gb|<0xC9>
P023_fon,fon,A_parallel,caractere,6,35,5.833333333333333,D|o|k|u|n|s|i|n|s|ɛ|n| |w|ɛ| |n|y|í| |b
P023_fon,fon,A_parallel,mot,6,6,1.0,Dokunsinsɛn|wɛ|nyí|buntɔ|gbɛ̀|taji.
P024_fr,fr,A_parallel,tiktoken,7,16,2.2857142857142856,▁Le|▁f|le|uv|e|▁tra|vers|e|▁plusieurs|▁vi|lles|▁et|▁vi|lla|ges|.
P024_fr,fr,A_parallel,sentencepiece,7,16,2.2857142857142856,▁Le|▁f|le|uv|e|▁tra|ver|se|▁plusieurs|▁vil|les|▁et|▁vil|la|ges|.
P024_fr,fr,A_parallel,caractere,7,48,6.857142857142857,L|e| |f|l|e|u|v|e| |t|r|a|v|e|r|s|e| |p
P024_fr,fr,A_parallel,mot,7,7,1.0,Le|fleuve|traverse|plusieurs|villes|et|villages.
P024_wo,wo,A_parallel,tiktoken,9,27,3.0,▁G|ée|j|▁gi|▁d|af|a|▁t|à|k|k|▁d|<0xC3>|<0xAB>|k|k|▁y|i|▁a|k
P024_wo,wo,A_parallel,sentencepiece,9,25,2.7777777777777777,▁G|ée|j|▁gi|▁d|af|a|▁t|àk|k|▁d|<0xC3>|<0xAB>|k|k|▁y|i|▁a|k|▁p
P024_wo,wo,A_parallel,caractere,9,38,4.222222222222222,G|é|e|j| |g|i| |d|a|f|a| |t|à|k|k| |d|ë
P024_wo,wo,A_parallel,mot,9,9,1.0,Géej|gi|dafa|tàkk|dëkk|yi|ak|penku|yi.
P024_yo,yo,A_parallel,tiktoken,9,48,5.333333333333333,▁|<0x4F>|d|<0xC3>|<0xB2>|▁n|<0xC3>|<0xA1>|à|▁|<0xC5>|<0x84>|▁g|ba|▁|<0xE1>|<0xBB>|<0x8D>|<0xCC>|<0x80>
P024_yo,yo,A_parallel,sentencepiece,9,27,3.0,▁|<0x4F>|d|<0xC3>|<0xB2>|▁n|á|à|▁ń|▁g|ba|▁|ọ̀|pọ̀|▁ì|l|ú|▁à|ti|▁ab
P024_yo,yo,A_parallel,caractere,9,39,4.333333333333333,O|d|ò| |n|á|à| |ń| |g|b|a| |ọ|̀|p|ọ|̀| 
P024_yo,yo,A_parallel,mot,9,9,1.0,Odò|náà|ń|gba|ọ̀pọ̀|ìlú|àti|abúlé|kọjá.
P024_sw,sw,A_parallel,tiktoken,7,24,3.4285714285714284,▁M|to|▁un|ap|ita|▁|k|ati|k|a|▁mi|j|i|▁n|a|▁vi|j|i|j|i
P024_sw,sw,A_parallel,sentencepiece,7,14,2.0,▁M|to|▁un|ap|ita|▁katika|▁mi|ji|▁na|▁viji|ji|▁v|ingi|.
P024_sw,sw,A_parallel,caractere,7,40,5.714285714285714,M|t|o| |u|n|a|p|i|t|a| |k|a|t|i|k|a| |m
P024_sw,sw,A_parallel,mot,7,7,1.0,Mto|unapita|katika|miji|na|vijiji|vingi.
P024_fon,fon,A_parallel,tiktoken,8,27,3.375,▁T|<0xC9>|<0x94>|▁|<0xC9>|<0x94>|▁n|<0xC9>|<0x94>|▁j|<0xC3>|<0xA1>|▁|x|<0xC3>|<0xA1>|▁|k|ple|▁to
P024_fon,fon,A_parallel,sentencepiece,8,24,3.0,▁T|<0xC9>|<0x94>|▁|<0xC9>|<0x94>|▁n|<0xC9>|<0x94>|▁j|á|▁|x|á|▁k|ple|▁to|x|o|▁gè
P024_fon,fon,A_parallel,caractere,8,29,3.625,T|ɔ| |ɔ| |n|ɔ| |j|á| |x|á| |k|p|l|e| |t
P024_fon,fon,A_parallel,mot,8,8,1.0,Tɔ|ɔ|nɔ|já|xá|kple|toxo|gègě.
P025_fr,fr,A_parallel,tiktoken,8,18,2.25,▁La|▁con|struc|tion|▁de|▁r|out|es|▁a|mé|li|ore|▁l|'|accès|▁aux|▁services|.
P025_fr,fr,A_parallel,sentencepiece,8,18,2.25,▁La|▁con|struc|tion|▁de|▁r|out|es|▁a|mé|li|ore|▁l|'|accès|▁aux|▁services|.
P025_fr,fr,A_parallel,caractere,8,56,7.0,L|a| |c|o|n|s|t|r|u|c|t|i|o|n| |d|e| |r
P025_fr,fr,A_parallel,mot,8,8,1.0,La|construction|de|routes|améliore|l'accès|aux|services.
P025_wo,wo,A_parallel,tiktoken,8,26,3.25,▁D|ef|▁|ña|ari|▁y|o|on|▁y|i|▁d|af|a|▁ye|m|▁ci|▁n|j|<0xC3>|<0xAB>
P025_wo,wo,A_parallel,sentencepiece,8,25,3.125,▁D|ef|▁|ña|ari|▁y|o|on|▁y|i|▁d|af|a|▁ye|m|▁ci|▁nj|<0xC3>|<0xAB>|k
P025_wo,wo,A_parallel,caractere,8,39,4.875,D|e|f| |ñ|a|a|r|i| |y|o|o|n| |y|i| |d|a
P025_wo,wo,A_parallel,mot,8,8,1.0,Def|ñaari|yoon|yi|dafa|yem|ci|njëkëram.
P025_yo,yo,A_parallel,tiktoken,9,58,6.444444444444445,▁|<0xC3>|<0x8C>|k|<0xE1>|<0xBB>|<0x8D>|<0xCC>|<0x81>|▁|<0xC3>|<0xB2>|p|ó|p|ó|n|à|▁|<0xC5>
P025_yo,yo,A_parallel,sentencepiece,9,31,3.4444444444444446,▁|<0xC3>|<0x8C>|kọ́|▁|<0xC3>|<0xB2>|p|ó|p|ó|n|à|▁ń|▁m|ú|▁ì|r|á|nn
P025_yo,yo,A_parallel,caractere,9,45,5.0,Ì|k|ọ|́| |ò|p|ó|p|ó|n|à| |ń| |m|ú| |ì|r
P025_yo,yo,A_parallel,mot,9,9,1.0,Ìkọ́|òpópónà|ń|mú|ìránnilọ|sí|àwọn|iṣẹ́|dára.
P025_sw,sw,A_parallel,tiktoken,7,25,3.5714285714285716,▁|<0x55>|j|enzi|▁wa|▁b|ar|ab|ara|▁un|ab|or|esh|a|▁u|fi|k|ia|j|i
P025_sw,sw,A_parallel,sentencepiece,7,22,3.142857142857143,▁|<0x55>|j|enzi|▁wa|▁bar|ab|ara|▁un|ab|ores|ha|▁|uf|ik|ia|ji|▁wa|▁hu|du
P025_sw,sw,A_parallel,caractere,7,49,7.0,U|j|e|n|z|i| |w|a| |b|a|r|a|b|a|r|a| |u
P025_sw,sw,A_parallel,mot,7,7,1.0,Ujenzi|wa|barabara|unaboresha|ufikiaji|wa|huduma.
P025_fon,fon,A_parallel,tiktoken,16,51,3.1875,▁H|<0xC9>|<0x9B>|n|▁y|<0xC9>|<0x94>|d|ó|▁m|<0xC9>|<0x9B>|▁n|<0xC9>|<0x94>|▁d|'|al|<0xC9>|<0x94>
P025_fon,fon,A_parallel,sentencepiece,16,48,3.0,▁H|<0xC9>|<0x9B>|n|▁y|<0xC9>|<0x94>|d|ó|▁m|<0xC9>|<0x9B>|▁n|<0xC9>|<0x94>|▁d|'|al|<0xC9>|<0x94>
P025_fon,fon,A_parallel,caractere,16,55,3.4375,H|ɛ|n| |y|ɔ|d|ó| |m|ɛ| |n|ɔ| |d|'|a|l|ɔ
P025_fon,fon,A_parallel,mot,16,16,1.0,Hɛn|yɔdó|mɛ|nɔ|d'alɔ|bɔ|mɛ|na|sixu|wá|jɛ|nǔ|e|ɖó|na|mɔ.
P026_fr,fr,A_parallel,tiktoken,10,15,1.5,▁Les|▁par|ents|▁jouent|▁un|▁rôle|▁essentiel|▁dans|▁l|'|é|ducation|▁des|▁enfants|.
P026_fr,fr,A_parallel,sentencepiece,10,17,1.7,▁Les|▁par|ents|▁jouent|▁un|▁rôle|▁essenti|el|▁dans|▁l|'|é|duc|ation|▁des|▁enfants|.
P026_fr,fr,A_parallel,caractere,10,66,6.6,L|e|s| |p|a|r|e|n|t|s| |j|o|u|e|n|t| |u
P026_fr,fr,A_parallel,mot,10,10,1.0,Les|parents|jouent|un|rôle|essentiel|dans|l'éducation|des|enfants.
P026_wo,wo,A_parallel,tiktoken,10,33,3.3,▁Y|a|ay|-|ba|ay|▁y|i|▁a|m|▁so|lo|▁b|u|▁d|<0xC3>|<0xAB>|g|<0xC3>|<0xAB>
P026_wo,wo,A_parallel,sentencepiece,10,32,3.2,▁Y|a|ay|-|ba|ay|▁y|i|▁a|m|▁so|lo|▁bu|▁d|<0xC3>|<0xAB>|g|<0xC3>|<0xAB>|<0xC3>
P026_wo,wo,A_parallel,caractere,10,47,4.7,Y|a|a|y|-|b|a|a|y| |y|i| |a|m| |s|o|l|o
P026_wo,wo,A_parallel,mot,10,10,1.0,Yaay-baay|yi|am|solo|bu|dëgëër|ci|jàng|xale|yi.
P026_yo,yo,A_parallel,tiktoken,9,60,6.666666666666667,▁|<0xC3>|<0x80>|w|<0xE1>|<0xBB>|<0x8D>|n|▁|<0xC3>|<0xB2>|b|<0xC3>|<0xAD>|▁|k|ó|▁|ip|a
P026_yo,yo,A_parallel,sentencepiece,9,17,1.8888888888888888,▁|<0xC3>|<0x80>|wọn|▁|<0xC3>|<0xB2>|bí|▁kó|▁ipa|▁pàtàkì|▁nínú|▁ẹ̀|kọ́|▁àwọn|▁ọmọ|.
P026_yo,yo,A_parallel,caractere,9,43,4.777777777777778,À|w|ọ|n| |ò|b|í| |k|ó| |i|p|a| |p|à|t|à
P026_yo,yo,A_parallel,mot,9,9,1.0,Àwọn|òbí|kó|ipa|pàtàkì|nínú|ẹ̀kọ́|àwọn|ọmọ.
P026_sw,sw,A_parallel,tiktoken,8,29,3.625,▁W|a|z|a|zi|▁w|ana|▁ju|k|um|u|▁mu|h|im|u|▁|k|ati|k|a
P026_sw,sw,A_parallel,sentencepiece,8,14,1.75,▁W|aza|zi|▁wana|▁jukumu|▁muhimu|▁katika|▁m|ale|zi|▁ya|▁wat|oto|.
P026_sw,sw,A_parallel,caractere,8,50,6.25,W|a|z|a|z|i| |w|a|n|a| |j|u|k|u|m|u| |m
P026_sw,sw,A_parallel,mot,8,8,1.0,Wazazi|wana|jukumu|muhimu|katika|malezi|ya|watoto.
P026_fon,fon,A_parallel,tiktoken,13,55,4.230769230769231,▁T|<0xC9>|<0x94>|<0xCC>|<0x81>|▁|k|po|▁n|<0xC9>|<0x94>|▁|k|po|▁n|y|<0xC3>|<0xAD>|▁n|<0xC7>
P026_fon,fon,A_parallel,sentencepiece,13,47,3.6153846153846154,▁T|<0xC9>|<0x94>|́|▁k|po|▁n|<0xC9>|<0x94>|▁k|po|▁ny|í|▁n|<0xC7>|<0x94>|▁ta|ji|▁|<0xC9>
P026_fon,fon,A_parallel,caractere,13,54,4.153846153846154,T|ɔ|́| |k|p|o| |n|ɔ| |k|p|o| |n|y|í| |n
P026_fon,fon,A_parallel,mot,13,13,1.0,Tɔ́|kpo|nɔ|kpo|nyí|nǔ|taji|ɖò|vǐ|lɛ|tɔn|kplɔnkplɔn|mɛ.
P027_fr,fr,A_parallel,tiktoken,7,18,2.5714285714285716,▁Le|▁chang|ement|▁cl|ima|tique|▁men|ace|▁la|▁s|éc|ur|ité|▁al|i|ment|aire|.
P027_fr,fr,A_parallel,sentencepiece,7,18,2.5714285714285716,▁Le|▁chang|ement|▁cl|ima|tique|▁men|ace|▁la|▁s|éc|ur|ité|▁|ali|ment|aire|.
P027_fr,fr,A_parallel,caractere,7,56,8.0,L|e| |c|h|a|n|g|e|m|e|n|t| |c|l|i|m|a|t
P027_fr,fr,A_parallel,mot,7,7,1.0,Le|changement|climatique|menace|la|sécurité|alimentaire.
P027_wo,wo,A_parallel,tiktoken,9,23,2.5555555555555554,▁S|op|pi|▁ci|▁|x|ee|x|▁bi|▁d|af|a|▁j|<0xC3>|<0xAB>|m|▁ci|▁|x|ee
P027_wo,wo,A_parallel,sentencepiece,9,23,2.5555555555555554,▁S|op|pi|▁ci|▁|x|ee|x|▁bi|▁d|af|a|▁j|<0xC3>|<0xAB>|m|▁ci|▁|x|ee
P027_wo,wo,A_parallel,caractere,9,37,4.111111111111111,S|o|p|p|i| |c|i| |x|e|e|x| |b|i| |d|a|f
P027_wo,wo,A_parallel,mot,9,9,1.0,Soppi|ci|xeex|bi|dafa|jëm|ci|xeex|bi.
P027_yo,yo,A_parallel,tiktoken,8,56,7.0,▁|<0xC3>|<0x8C>|y|<0xC3>|<0xAD>|p|ad|à|▁o|j|<0xC3>|<0xBA>|▁|<0xE1>|<0xBB>|<0x8D>|j|<0xE1>|<0xBB>
P027_yo,yo,A_parallel,sentencepiece,8,31,3.875,▁|<0xC3>|<0x8C>|y|í|p|ad|à|▁o|jú|▁ọ|jọ|́|▁ń|▁ṣe|▁e|w|u|▁ì|dá
P027_yo,yo,A_parallel,caractere,8,41,5.125,Ì|y|í|p|a|d|à| |o|j|ú| |ọ|j|ọ|́| |ń| |ṣ
P027_yo,yo,A_parallel,mot,8,8,1.0,Ìyípadà|ojú|ọjọ́|ń|ṣe|ewu|ìdáàbòbò|oúnjẹ.
P027_sw,sw,A_parallel,tiktoken,7,30,4.285714285714286,▁M|ab|a|di|li|k|o|▁y|a|▁t|ab|ian|ch|i|▁y|ana|iti|s|hi|a
P027_sw,sw,A_parallel,sentencepiece,7,8,1.1428571428571428,▁Mabadiliko|▁ya|▁tabianchi|▁yanaitishia|▁usalama|▁wa|▁chakula|.
P027_sw,sw,A_parallel,caractere,7,55,7.857142857142857,M|a|b|a|d|i|l|i|k|o| |y|a| |t|a|b|i|a|n
P027_sw,sw,A_parallel,mot,7,7,1.0,Mabadiliko|ya|tabianchi|yanaitishia|usalama|wa|chakula.
P027_fon,fon,A_parallel,tiktoken,12,69,5.75,▁A|h|w|<0xC9>|<0x9B>|<0xCC>|<0x81>|▁l|<0xC9>|<0x9B>|l|<0xC9>|<0x9B>|<0xCC>|<0x80>|▁|<0xC9>|<0x94>|▁n|<0xC9>
P027_fon,fon,A_parallel,sentencepiece,12,62,5.166666666666667,▁A|h|w|<0xC9>|<0x9B>|́|▁l|<0xC9>|<0x9B>|l|<0xC9>|<0x9B>|̀|▁|<0xC9>|<0x94>|▁n|<0xC9>|<0x94>|▁
P027_fon,fon,A_parallel,caractere,12,56,4.666666666666667,A|h|w|ɛ|́| |l|ɛ|l|ɛ|̀| |ɔ| |n|ɔ| |x|l|ɛ
P027_fon,fon,A_parallel,mot,12,12,1.0,Ahwɛ́|lɛlɛ̀|ɔ|nɔ|xlɛ́|ɖɔ|nǔɖuɖu|sín|hwɛjijɔ|nɔ|ɖó|tɛnmɛ.
P028_fr,fr,A_parallel,tiktoken,6,14,2.3333333333333335,▁Les|▁arti|s|ans|▁pr|és|erv|ent|▁les|▁tech|n|iques|▁traditionnelles|.
P028_fr,fr,A_parallel,sentencepiece,6,14,2.3333333333333335,▁Les|▁arti|s|ans|▁pr|és|erv|ent|▁les|▁tech|n|iques|▁traditionnelles|.
P028_fr,fr,A_parallel,caractere,6,55,9.166666666666666,L|e|s| |a|r|t|i|s|a|n|s| |p|r|é|s|e|r|v
P028_fr,fr,A_parallel,mot,6,6,1.0,Les|artisans|préservent|les|techniques|traditionnelles.
P028_wo,wo,A_parallel,tiktoken,7,24,3.4285714285714284,▁N|da|w|rab|k|at|▁y|i|▁da|ñ|u|y|▁t|opp|▁|x|ee|y|u|▁m
P028_wo,wo,A_parallel,sentencepiece,7,24,3.4285714285714284,▁N|da|w|rab|k|at|▁y|i|▁d|añ|u|y|▁t|opp|▁|x|ee|y|u|▁m
P028_wo,wo,A_parallel,caractere,7,40,5.714285714285714,N|d|a|w|r|a|b|k|a|t| |y|i| |d|a|ñ|u|y| 
P028_wo,wo,A_parallel,mot,7,7,1.0,Ndawrabkat|yi|dañuy|topp|xeeyu|mbind|mi.
P028_yo,yo,A_parallel,tiktoken,7,59,8.428571428571429,▁|<0xC3>|<0x80>|w|<0xE1>|<0xBB>|<0x8D>|n|▁|<0xE1>|<0xBB>|<0x8D>|n|à|k|<0xE1>|<0xBB>|<0x8D>|j|à
P028_yo,yo,A_parallel,sentencepiece,7,23,3.2857142857142856,▁|<0xC3>|<0x80>|wọn|▁ọ|n|à|kọ|j|à|▁ń|▁ṣ|ọ́|▁àwọn|▁|ọ̀|n|à|▁ì|bí
P028_yo,yo,A_parallel,caractere,7,36,5.142857142857143,À|w|ọ|n| |ọ|n|à|k|ọ|j|à| |ń| |ṣ|ọ|́| |à
P028_yo,yo,A_parallel,mot,7,7,1.0,Àwọn|ọnàkọjà|ń|ṣọ́|àwọn|ọ̀nà|ìbílẹ̀.
P028_sw,sw,A_parallel,tiktoken,5,21,4.2,▁M|af|un|di|▁w|ana|end|el|e|z|a|▁m|bin|u|▁|z|a|▁as|il|i
P028_sw,sw,A_parallel,sentencepiece,5,15,3.0,▁Ma|f|un|di|▁wana|end|ele|za|▁m|bin|u|▁za|▁as|ili|.
P028_sw,sw,A_parallel,caractere,5,36,7.2,M|a|f|u|n|d|i| |w|a|n|a|e|n|d|e|l|e|z|a
P028_sw,sw,A_parallel,mot,5,5,1.0,Mafundi|wanaendeleza|mbinu|za|asili.
P028_fon,fon,A_parallel,tiktoken,13,44,3.3846153846153846,▁M|<0xC9>|<0x9B>|▁e|▁n|<0xC9>|<0x94>|▁w|à|▁a|z|<0xC9>|<0x94>|▁b|<0xC7>|<0x8E>|▁t|<0xC9>|<0x94>|n
P028_fon,fon,A_parallel,sentencepiece,13,41,3.1538461538461537,▁M|<0xC9>|<0x9B>|▁e|▁n|<0xC9>|<0x94>|▁w|à|▁a|z|<0xC9>|<0x94>|▁b|<0xC7>|<0x8E>|▁t|<0xC9>|<0x94>|n
P028_fon,fon,A_parallel,caractere,13,48,3.6923076923076925,M|ɛ| |e| |n|ɔ| |w|à| |a|z|ɔ| |b|ǎ| |t|ɔ
P028_fon,fon,A_parallel,mot,13,13,1.0,Mɛ|e|nɔ|wà|azɔ|bǎ|tɔn|lɛ|nɔ|dó|dandanxɛ|lɛ|sísí.
P029_fr,fr,A_parallel,tiktoken,6,16,2.6666666666666665,▁L|'|accès|▁à|▁intern|et|▁transform|e|▁l|'|économie|▁nu|m|ér|ique|.
P029_fr,fr,A_parallel,sentencepiece,6,17,2.8333333333333335,▁L|'|accès|▁à|▁intern|et|▁trans|form|e|▁l|'|économie|▁n|um|ér|ique|.
P029_fr,fr,A_parallel,caractere,6,51,8.5,L|'|a|c|c|è|s| |à| |i|n|t|e|r|n|e|t| |t
P029_fr,fr,A_parallel,mot,6,6,1.0,L'accès|à|internet|transforme|l'économie|numérique.
P029_wo,wo,A_parallel,tiktoken,9,30,3.3333333333333335,▁Y|o|on|▁w|u|▁intern|et|▁wi|▁d|af|a|▁s|op|pi|▁n|j|<0xC3>|<0xAB>|k|<0xC3>
P029_wo,wo,A_parallel,sentencepiece,9,28,3.111111111111111,▁Y|o|on|▁w|u|▁intern|et|▁wi|▁d|af|a|▁s|op|pi|▁nj|<0xC3>|<0xAB>|k|<0xC3>|<0xAB>
P029_wo,wo,A_parallel,caractere,9,52,5.777777777777778,Y|o|o|n| |w|u| |i|n|t|e|r|n|e|t| |w|i| 
P029_wo,wo,A_parallel,mot,9,9,1.0,Yoon|wu|internet|wi|dafa|soppi|njëkëram|bu|numériqu.
P029_yo,yo,A_parallel,tiktoken,9,64,7.111111111111111,▁|<0xC3>|<0x8C>|r|<0xC3>|<0xA1>|nn|il|<0xE1>|<0xBB>|<0x8D>|▁s|<0xC3>|<0xAD>|▁|<0xC3>|<0xAD>|nt|<0xC3>|<0xA1>
P029_yo,yo,A_parallel,sentencepiece,9,32,3.5555555555555554,▁|<0xC3>|<0x8C>|r|á|nn|il|ọ|▁s|í|▁|ín|t|á|n|ẹ́|ẹ̀|t|ì|▁ń
P029_yo,yo,A_parallel,caractere,9,50,5.555555555555555,Ì|r|á|n|n|i|l|ọ| |s|í| |í|n|t|á|n|ẹ|́|ẹ
P029_yo,yo,A_parallel,mot,9,9,1.0,Ìránnilọ|sí|íntánẹ́ẹ̀tì|ń|yí|ọrọ̀|ajé|dígítà|pada.
P029_sw,sw,A_parallel,tiktoken,7,30,4.285714285714286,▁|<0x55>|fi|k|ia|j|i|▁wa|▁in|tan|eti|▁un|ab|a|di|l|is|ha|▁u|chu
